time_s,gt_E,gt_N,gt_U,gnss_E,gnss_N,gnss_U,pinn_E,pinn_N,pinn_U
1.808009998798370361e+02,3.438720801089371548e+02,8.343636204218087187e+02,1.716872831110549669e+00,3.407991132380829526e+02,8.412945958620426836e+02,2.284174967097709441e+01,3.442948155047760679e+02,8.378221985346195879e+02,-6.488256425910208236e-01
1.809010000228881836e+02,3.447885631784076850e+02,8.350502031071772535e+02,1.724733051300972875e+00,3.417353438623640045e+02,8.419969205932757177e+02,2.291388934508171360e+01,3.448484381921979889e+02,8.386395678596636571e+02,-1.884647046009035876e-01
1.810009999275207520e+02,3.457050460383097743e+02,8.357257113580039913e+02,1.725594525061183049e+00,3.425708397889940784e+02,8.427605433380939530e+02,2.304340432663769889e+01,3.461078416372149036e+02,8.390854537403919267e+02,-4.510090492167933007e-01
1.811009998321533203e+02,3.466112312237539186e+02,8.364122939262741738e+02,1.733454893856844592e+00,3.433826542044114376e+02,8.437488470810138779e+02,2.369082583275564957e+01,3.465947032118272091e+02,8.402761908310138779e+02,6.778229561575699336e-02
1.812009999752044678e+02,3.475174160665922045e+02,8.370767275643053154e+02,1.727317979436406858e+00,3.442854673309920486e+02,8.443855089420535478e+02,2.364074063670693704e+01,3.479540466709731277e+02,8.404316233867862138e+02,2.008769549137241484e-01
1.813009998798370361e+02,3.484133033735176923e+02,8.377411616822615770e+02,1.726181431487589180e+00,3.452746423938596081e+02,8.448451620995004987e+02,2.315397337409211787e+01,3.486708666541898083e+02,8.413992218433817243e+02,-2.207772400741419005e-01
1.814010000228881836e+02,3.493297861362847243e+02,8.384166706793851063e+02,1.731042097190425011e+00,3.452912908123500983e+02,8.411307774893411988e+02,2.799875283267545001e+01,3.476519339607723396e+02,8.382801166884073609e+02,3.917253256106846493e+00
1.815009999275207520e+02,3.502462692821520704e+02,8.391032550204951121e+02,1.748901095159851593e+00,3.460751925396680235e+02,8.418253204722205965e+02,2.810168152798217989e+01,3.484216769623517393e+02,8.391281967062751619e+02,4.092127141843263871e+00
1.816009998321533203e+02,3.511524540231666833e+02,8.397898377300813308e+02,1.755760456132179570e+00,3.480378071018470223e+02,8.468568265155099652e+02,2.331240511403160554e+01,3.513497599312079842e+02,8.438751103595041059e+02,2.948756264217422540e-01
1.817009999752044678e+02,3.520689368817962190e+02,8.404653476895005042e+02,1.766620508408493606e+00,3.489064352080398521e+02,8.476764649188125986e+02,2.357865833122787080e+01,3.517589227721267662e+02,8.447889894282425303e+02,1.551849730735739286e-01
1.818009998798370361e+02,3.529751217196399011e+02,8.411408569420226513e+02,1.773480928219214547e+00,3.497876817696504190e+02,8.484021267035583378e+02,2.363131413374918566e+01,3.529218294136933878e+02,8.457743572333434940e+02,-2.597371586702479362e-01
1.819010000228881836e+02,3.538916043132841196e+02,8.418163667495709888e+02,1.782340576339436211e+00,3.507257102228192025e+02,8.489507662875972756e+02,2.324912918487018487e+01,3.539661131597546273e+02,8.462913632018886574e+02,-4.280196340995416904e-01
1.820009999275207520e+02,3.548080861323987278e+02,8.425029491209062371e+02,1.783198551140969812e+00,3.517045381899172298e+02,8.493916504729620556e+02,2.281771737849294368e+01,3.546725231046968929e+02,8.472033915866247753e+02,1.838677576738518837e-01
1.821009998321533203e+02,3.557245686277461232e+02,8.431784591743195278e+02,1.793057789990257334e+00,3.526885898983572929e+02,8.499215400245309411e+02,2.282875701488808318e+01,3.559449766552542656e+02,8.472210838821054040e+02,-5.440852969710476827e-01
1.822009999752044678e+02,3.566616472184623490e+02,8.438539714866659551e+02,1.815915678027181457e+00,3.535144974518791514e+02,8.507225834357325311e+02,2.255896744966378265e+01,3.569929715920463877e+02,8.472883795725886102e+02,-1.374126574994420480e+00
1.823009998798370361e+02,3.575781290784220801e+02,8.445405546926469924e+02,1.821773031992222514e+00,3.544316187606557378e+02,8.515282334601921548e+02,2.312628521906441392e+01,3.576095100150807866e+02,8.489337579524559487e+02,-5.120028020232325616e-01
1.824010000228881836e+02,3.585152070921963059e+02,8.452271402963173159e+02,1.841629027815031350e+00,3.553437912694917600e+02,8.522311760081299781e+02,2.309015344547407267e+01,3.587143664590822141e+02,8.496728430880555152e+02,-4.239585502229488156e-01
1.825009999275207520e+02,3.594522848582016081e+02,8.459137255608786745e+02,1.858484808127627730e+00,3.561873759241390189e+02,8.531196258553447933e+02,2.322953162420327544e+01,3.593984767408657035e+02,8.508300054558696957e+02,1.428125881009805198e-01
1.826009998321533203e+02,3.603893619572289708e+02,8.465892353162184918e+02,1.860341853897296005e+00,3.569864944203386585e+02,8.493237714707921668e+02,2.769879697211536040e+01,3.589501922114382069e+02,8.479437318980764076e+02,2.818900331337772514e+00
1.827009999752044678e+02,3.613470343613604427e+02,8.472647454763709902e+02,1.861197525930776919e+00,3.578690794133408417e+02,8.500815422714200622e+02,2.813532894758418479e+01,3.588113468908532013e+02,8.491647764623609191e+02,1.281235634367021703e+00
1.828009998798370361e+02,3.623047063408831718e+02,8.479402548937068786e+02,1.856052981281322900e+00,3.591089687402506456e+02,8.506831647743784970e+02,2.939559644563740903e+01,3.614160625989695177e+02,8.481748749603831357e+02,4.907851160603229346e+00
1.829010000228881836e+02,3.632726758675916017e+02,8.486268385813849591e+02,1.853906154524963767e+00,3.604793794142086654e+02,8.512224640949974628e+02,2.956082781352176880e+01,3.625073258863766341e+02,8.493268941744576068e+02,5.201850972548868413e+00
1.830009999275207520e+02,3.642406463082376149e+02,8.493023505016773242e+02,1.864760586846273327e+00,3.664384260046278996e+02,8.506348244387468185e+02,3.225476713582912680e+01,3.683100200760161442e+02,8.487005687195619430e+02,8.610555843562281098e+00
1.831009998321533203e+02,3.652292114212024785e+02,8.499778613621825798e+02,1.863613623889307291e+00,3.660261542776532906e+02,8.527800098471332149e+02,2.744569521859529004e+01,3.685876576879926461e+02,8.515110304169345454e+02,4.786345300229811528e+00
1.832009999752044678e+02,3.662177769644918044e+02,8.506533734931243771e+02,1.871466434820945324e+00,3.655981747197423601e+02,8.552570804978403203e+02,2.337483298944493981e+01,3.686362606572423601e+02,8.535399557972940556e+02,2.052624108066765984e+00
1.833009998798370361e+02,3.672166399942916541e+02,8.513399597719194389e+02,1.881316941258035058e+00,3.664921257999695854e+02,8.560590288570225539e+02,2.004507132779519907e+01,3.696067328956879692e+02,8.539345047405064406e+02,-1.924069201837369292e+00
1.834010000228881836e+02,3.682258008624650074e+02,8.520154726561911502e+02,1.890168110665001677e+00,3.662557307421297992e+02,8.588815927186028603e+02,2.941488255262066787e+01,3.694942072569460834e+02,8.554836463608758095e+02,5.874029052254456928e+00
1.835009999275207520e+02,3.692452595942979769e+02,8.526909863938893750e+02,1.903018451560399171e+00,3.648263153737782432e+02,8.631276526953919301e+02,2.827011608119755692e+01,3.682650427526234580e+02,8.598249285723908315e+02,4.361996879537400673e+00
1.836009998321533203e+02,3.702647177770088547e+02,8.533664991246988620e+02,1.907868560243059619e+00,3.665860133500099778e+02,8.625817182179172278e+02,2.831926788067374900e+01,3.699718342156410813e+02,8.599690339680392981e+02,5.328711163754803692e+00
1.837009999752044678e+02,3.702647177770088547e+02,8.533664991246988620e+02,1.907868560243059619e+00,3.691689449011278157e+02,8.611558239052178578e+02,2.938966515906838595e+01,3.724993670641374592e+02,8.579438240120293813e+02,5.307857068858425009e+00
1.838009998798370361e+02,3.723345267053333600e+02,8.547285989719150621e+02,1.916564776148561577e+00,3.714207011288041258e+02,8.604631497346043716e+02,3.066795023044107893e+01,3.738373280590409422e+02,8.577630383454442153e+02,6.805962639651284007e+00
1.839010000228881836e+02,3.733745797313776507e+02,8.554151858416878440e+02,1.920411473701278737e+00,3.719159944254145103e+02,8.615883801905695236e+02,2.962605374078742670e+01,3.745704901415094810e+02,8.592224648921076096e+02,5.865778376865307564e+00
1.840009999275207520e+02,3.744249307311766870e+02,8.561017738422699495e+02,1.930257324727620016e+00,3.740008749684371878e+02,8.542791478551481532e+02,2.000763718797975343e+01,3.759943946322479178e+02,8.524992571986769008e+02,-4.579804256417219221e+00
1.841009998321533203e+02,3.754855789793923577e+02,8.567772871097138250e+02,1.929103821297246668e+00,3.749685657644746470e+02,8.545917143519494630e+02,2.181824433984098732e+01,3.770949934149263072e+02,8.530053151543710328e+02,-2.678066371065995099e+00
1.842009999752044678e+02,3.765462273032732128e+02,8.574749492114019631e+02,1.939947071028427672e+00,3.768162113990075568e+02,8.543684232841924313e+02,2.010241609516509698e+01,3.791164690818078498e+02,8.528114588867620114e+02,-4.083009663196719430e+00
1.843009998798370361e+02,3.776171733428295738e+02,8.581615376659602816e+02,1.947790955032644433e+00,3.774561646565085766e+02,8.543974397149282822e+02,2.452714077659851455e+01,3.795082996472007153e+02,8.531932855811315903e+02,-3.473838142150498243e-02
1.844010000228881836e+02,3.786778210677060770e+02,8.588591989709809695e+02,1.951633702415904281e+00,3.792259690009688029e+02,8.542390016322019619e+02,2.334555463262415742e+01,3.817864593707655558e+02,8.532674771551969570e+02,-6.328970961966433606e-01
1.845009999275207520e+02,3.797590646607628742e+02,8.595568620740842789e+02,1.964474969332627552e+00,3.809796980567241462e+02,8.536552739760651320e+02,2.357525039258712241e+01,3.833859783358836921e+02,8.525641540906204909e+02,-6.630985682893424382e-01
1.846009998321533203e+02,3.808403077427047947e+02,8.602545243082159914e+02,1.970315974285711036e+00,3.823267688182785378e+02,8.533689682336920441e+02,2.477589434241207300e+01,3.828258232799961434e+02,8.520336754175299347e+02,-4.891272201642209438e-01
1.847009999752044678e+02,3.819318481087066175e+02,8.609632603072287793e+02,1.975154601209226257e+00,3.830262651221756300e+02,8.543289732188552534e+02,2.574099576191247252e+01,3.814387488143448195e+02,8.541603565067619002e+02,-2.123608413178317278e+00
1.848009998798370361e+02,3.830130911186663525e+02,8.616609229679820601e+02,1.982995086351081682e+00,3.849175001756275378e+02,8.526861377841207741e+02,2.830207211984492233e+01,3.746174151078785144e+02,8.529183005428287743e+02,-1.251390497671269486e+01
1.849010000228881836e+02,3.840943346095490938e+02,8.623475128146316138e+02,1.995836816137511960e+00,3.864954934197386933e+02,8.517475936685395936e+02,3.032328170507895493e+01,3.720999627190550996e+02,8.521619324360681276e+02,-2.023555237084877945e+01
1.850009999275207520e+02,3.851858747792130089e+02,8.630451750720169457e+02,1.997676157607315872e+00,3.876440691301412471e+02,8.520411737850261034e+02,3.105669981469759477e+01,3.755412964174337276e+02,8.519765961161208452e+02,-1.664481347570767866e+01
1.851009998321533203e+02,3.862877130821070750e+02,8.637317646382086878e+02,2.003516121774509884e+00,3.855565590435327863e+02,8.685957779216695371e+02,1.903347695924526306e+01,3.881170410686792707e+02,8.655877320098805967e+02,-4.674733985884131471e+00
1.852009999752044678e+02,3.873792536642476989e+02,8.644294284141144544e+02,2.015354937424376658e+00,3.868352710961888761e+02,8.689502018405964918e+02,1.859999122196188637e+01,3.889795012235234708e+02,8.667933133556416578e+02,-4.640737633171170273e+00
1.853009998798370361e+02,3.884810923586724130e+02,8.651049452519275746e+02,2.026195883044465518e+00,3.878935201885602737e+02,8.698111817403392934e+02,1.856577875947908751e+01,3.903629217865369583e+02,8.670512394471721791e+02,-5.025463077068764051e+00
1.854010000228881836e+02,3.895932286683016628e+02,8.657804624302128786e+02,2.037035935876531312e+00,3.890053545596505273e+02,8.704789084279584586e+02,1.851289163066212495e+01,3.913635758521462549e+02,8.676621745908307730e+02,-5.248514314162093797e+00
1.855009999275207520e+02,3.907053643336111008e+02,8.664559784616244542e+02,2.038875728901132334e+00,3.900322657512117530e+02,8.714139660892391248e+02,1.824458181445567106e+01,3.925985756801057960e+02,8.686786235866451307e+02,-5.391127471280412919e+00
1.856009998321533203e+02,3.918175000875927481e+02,8.671314949843830391e+02,2.043715249144099744e+00,3.967253383133822808e+02,8.647158664134242372e+02,2.907689667442923565e+01,3.921622131798678765e+02,8.663999719289042787e+02,1.713073498998937794e+00
1.857009999752044678e+02,3.929296354372556266e+02,8.678070109036890472e+02,2.043554507211752025e+00,3.984932663509667918e+02,8.647603190271113363e+02,2.824171130181923672e+01,3.942882254192651317e+02,8.664904871312830892e+02,8.553127479709701220e-01
1.858009998798370361e+02,3.940520693600369668e+02,8.684714551031385099e+02,2.054394378135725674e+00,4.001135043667088667e+02,8.652233136212964837e+02,2.747272509059035883e+01,3.958046197460423627e+02,8.673303964650770013e+02,1.182826133641015076e-01
1.859010000228881836e+02,3.951745022870319417e+02,8.691469715854431115e+02,2.055232465411620524e+00,3.999704559312297079e+02,8.661985963474805885e+02,2.940832905530152175e+01,3.960550594792796346e+02,8.674494113813932472e+02,2.232365176669929951e+00
1.860009999275207520e+02,3.962969356491115605e+02,8.698114151285499247e+02,2.060071802059155743e+00,4.018307936691496138e+02,8.667214720119511639e+02,2.755326466673272989e+01,3.979092503093931441e+02,8.683255063165699994e+02,1.250777732695951272e-01
1.861009998321533203e+02,3.974193689783793957e+02,8.704758588906796604e+02,2.065910871656342351e+00,4.031006647098059830e+02,8.671093020501831461e+02,2.724579859786877023e+01,3.986275034892554459e+02,8.693394663396576334e+02,2.713788562664376514e-02
1.862009999752044678e+02,3.985520999807367843e+02,8.711403031393404035e+02,2.072749029516387509e+00,4.026961305175365169e+02,8.681460948093463230e+02,2.949278895764439312e+01,3.988527965579570491e+02,8.698760579927493382e+02,2.285557912875106013e+00
1.863009998798370361e+02,3.996745327115315831e+02,8.718158203638558916e+02,2.076586040412792045e+00,4.041801432534955438e+02,8.690667786820332594e+02,2.893108454350249303e+01,4.004356328412793573e+02,8.709504015667836256e+02,1.391879469192190300e+00
1.864010000228881836e+02,4.008072633363921682e+02,8.724802643669866029e+02,2.080423660145584108e+00,4.054586803284453254e+02,8.695554820787818926e+02,2.871715683043896661e+01,4.009678613510893683e+02,8.725377935659797686e+02,1.268747153887147761e+00
1.865009999275207520e+02,4.019502913160113735e+02,8.731447081728020976e+02,2.080260358657483266e+00,4.069488924864029968e+02,8.702261701829655749e+02,2.809130740803004755e+01,4.027342766645646179e+02,8.722254799611790759e+02,4.375584189248229450e-01
1.866009998321533203e+02,4.030933197394627996e+02,8.737980790437843552e+02,2.084098308171689951e+00,4.084243351124055152e+02,8.710000624160345524e+02,2.707750291071420179e+01,4.043298255108124977e+02,8.727046771745260685e+02,-3.805860833119822928e-01
1.867009999752044678e+02,4.042260496326672978e+02,8.744625223361745157e+02,2.080935110513905784e+00,4.089171674519012640e+02,8.717717648778535704e+02,2.826861218785171559e+01,4.043665464191864203e+02,8.733733302388765196e+02,7.114029345405583626e-01
1.868009998798370361e+02,4.053690770047492720e+02,8.751269657049289208e+02,2.075770989950513012e+00,4.106450214041230993e+02,8.721864752672283885e+02,2.757459891305194333e+01,4.062412352217195348e+02,8.747026748560040232e+02,2.986658082232906963e-02
1.869010000228881836e+02,4.065121049756078833e+02,8.757914106768471356e+02,2.081606593592255194e+00,4.118259311591705227e+02,8.727773304959509915e+02,2.748059557140521747e+01,4.076867357169708157e+02,8.765846277257178372e+02,-2.733068638975169051e-01
1.870009999275207520e+02,4.076654311000596635e+02,8.764447829872933653e+02,2.091442797897570927e+00,4.131631875641751321e+02,8.775909736957848963e+02,2.559808030136917978e+01,4.100559001572537454e+02,8.755355332699120936e+02,-4.161647318949803775e-01
1.871009998321533203e+02,4.088084586234144240e+02,8.771092275785547372e+02,2.093277853369215791e+00,4.140293881787946475e+02,8.785137097940789772e+02,2.584211872975248525e+01,4.104584739103009952e+02,8.766855859861718727e+02,-6.035199268637256864e-01
1.872009999752044678e+02,4.099617833021322326e+02,8.777736715596925023e+02,2.088111970636930437e+00,4.157474188631063043e+02,8.751674174381018929e+02,2.628007800505815794e+01,4.116293635194783747e+02,8.792440594745398812e+02,-8.613186366731042654e-01
1.873009998798370361e+02,4.111254058105105287e+02,8.784270421907763193e+02,2.081946683245917029e+00,4.144303837226527776e+02,8.810161899078507304e+02,2.246359882483920956e+01,4.162941066430705632e+02,8.808616195518393397e+02,1.713012315134619712e+00
1.874010000228881836e+02,4.122787305460547032e+02,8.790914868960479680e+02,2.080780248048256453e+00,4.143216567290864987e+02,8.816426720277861477e+02,2.013795829042834384e+01,4.155824345601640744e+02,8.820639586405352475e+02,-6.633496060925381244e-02
1.875009999275207520e+02,4.134423527239066516e+02,8.797448574223334390e+02,2.072614399396854878e+00,4.107929848162447115e+02,8.783560406917389400e+02,8.936198754666520472e+00,4.132608109442506930e+02,8.778122223967369564e+02,-1.168014760458640922e+01
1.876009998321533203e+02,4.146162732447098733e+02,8.804093041011634568e+02,2.080446067415834932e+00,4.117861533391193234e+02,8.788669951530823710e+02,7.762209387678694839e+00,4.144197163808063351e+02,8.776224035593400004e+02,-1.337325003538649071e+01
1.877009999752044678e+02,4.157798952878109162e+02,8.810626749410487264e+02,2.073279658467697573e+00,4.131195177907521270e+02,8.793551502587662299e+02,7.780393086541664616e+00,4.153992984170491241e+02,8.788319884898529608e+02,-1.316357187164925335e+01
1.878009998798370361e+02,4.169538150600022277e+02,8.817160464227465582e+02,2.068112295216053553e+00,4.149177863402314301e+02,8.802582150542981481e+02,1.045600537812924813e+01,4.174123210711426850e+02,8.799051190459973668e+02,-9.959304527876611246e+00
1.879010000228881836e+02,4.181277346632767831e+02,8.823694178530590762e+02,2.061944648872440666e+00,4.161894598610020921e+02,8.809105684484080712e+02,1.053545769008559319e+01,4.185867896682835863e+02,8.804498836721019188e+02,-1.019587890354233650e+01
1.880009999275207520e+02,4.193119517980807700e+02,8.830227895113135901e+02,2.054776046050278637e+00,4.170593537793072301e+02,8.813852651928766591e+02,8.869915738271686223e+00,4.190131374106319981e+02,8.806564555381639821e+02,-1.306102632029154620e+01
1.881009998321533203e+02,4.204961687662147369e+02,8.836761611209503826e+02,2.046607154638365955e+00,4.179890576556599626e+02,8.820414200338159390e+02,8.042802638608407051e+00,4.205760668471730241e+02,8.812246048363481350e+02,-1.238268774072508904e+01
1.882009999752044678e+02,4.216906831958281714e+02,8.843295328203538475e+02,2.036437294324684899e+00,4.188739723284867296e+02,8.826056237371449242e+02,6.861324456545389694e+00,4.216047009547379503e+02,8.814846321495060693e+02,-1.394613632836671968e+01
1.883009998798370361e+02,4.228851976520844573e+02,8.849829048891815546e+02,2.028267147250176095e+00,4.207583404754868184e+02,8.828503175428397753e+02,7.763656183378714104e+00,4.238440166687241231e+02,8.810493347099311450e+02,-1.358344216714618824e+01
1.884010000228881836e+02,4.240900099375140826e+02,8.856252036213827523e+02,2.019097566580569492e+00,4.214789397091732326e+02,8.832858856148731093e+02,5.425203501207874979e+00,4.244089772076473537e+02,8.826495553083431105e+02,-1.466122609473939065e+01
1.885009999275207520e+02,4.252845241878977731e+02,8.862785758738029926e+02,2.010926833066491781e+00,4.229642727959242166e+02,8.838728763842607350e+02,6.043969692314306030e+00,4.257939141380873025e+02,8.830851641678834767e+02,-1.450476687995131897e+01
1.886009998321533203e+02,4.264996337903182848e+02,8.869319489219041088e+02,2.003754433452229478e+00,4.240664643410847816e+02,8.847107332823280785e+02,6.307725048855616024e+00,4.268824254635975990e+02,8.843194574294094537e+02,-1.370868863980405195e+01
1.887009999752044678e+02,4.277044453925468588e+02,8.875853213625388207e+02,1.993582423499447032e+00,4.252224573963895864e+02,8.854226397939520439e+02,6.323128095037588992e+00,4.280790316933408803e+02,8.849072492786245903e+02,-1.399372638189112195e+01
1.888009998798370361e+02,4.289195543127627275e+02,8.882386936188793243e+02,1.979409430135149250e+00,4.260803405944550377e+02,8.861210296228706511e+02,5.080008590523732437e+00,4.290196926299774987e+02,8.854147757962524565e+02,-1.515350333421991991e+01
1.889010000228881836e+02,4.301449610908709928e+02,8.888920668145588024e+02,1.969235438774035174e+00,4.276435183456375739e+02,8.875193198464829720e+02,8.689743908637410641e+00,4.305679892471268317e+02,8.868918209813554085e+02,-1.155056008458768702e+01
1.890009999275207520e+02,4.313703676927486867e+02,8.895454399656305213e+02,1.958061150308651577e+00,4.289513097231030088e+02,8.880930242810926529e+02,8.706056773802913540e+00,4.315203946058392148e+02,8.880312023286304566e+02,-1.122425347552569974e+01
1.891009998321533203e+02,4.325957739445067318e+02,8.902098869217338688e+02,1.947885002726650328e+00,4.302612449294327917e+02,8.889618139976387283e+02,9.517842684882452886e+00,4.330803884631394567e+02,8.886277180427437088e+02,-1.030273207555455883e+01
1.892009999752044678e+02,4.338417763954906832e+02,8.908632622441563171e+02,1.946708703479600899e+00,4.313349621495111705e+02,8.894926055888147403e+02,8.513614210924856707e+00,4.342315139969690563e+02,8.888328209141702700e+02,-1.223838659779096361e+01
1.893009998798370361e+02,4.350774809147567339e+02,8.915166370959725555e+02,1.943532797281079638e+00,4.326114496575758039e+02,8.902249269106323482e+02,9.004094983988977674e+00,4.352349721776411116e+02,8.894955020763809443e+02,-1.144279298598172545e+01
1.894010000228881836e+02,4.363234831807991441e+02,8.921810868912411934e+02,1.947354323485228633e+00,4.339994880632903573e+02,8.905223618800781651e+02,8.383653980066583244e+00,4.369566606955077646e+02,8.906710944975756092e+02,-1.065613045139093629e+01
1.895009999275207520e+02,4.375694852769696013e+02,8.928455366472981041e+02,1.950175535813400529e+00,4.350599847234316258e+02,8.915496101359448176e+02,8.858682587797147789e+00,4.375733151830263523e+02,8.923204826692661982e+02,-9.692417189424531898e+00
1.896009998321533203e+02,4.388257829637410623e+02,8.935099827119584006e+02,1.923995728909346781e+00,4.361931460228892092e+02,8.922320750444866917e+02,8.608330875132821802e+00,4.385694010582895999e+02,8.918455480128266117e+02,-1.173332294871971726e+01
1.897009999752044678e+02,4.400820802867075940e+02,8.941855025839205382e+02,1.898814043924460293e+00,4.374907820912104626e+02,8.934585134804607378e+02,1.046169424207317888e+01,4.399706915112238903e+02,8.938280176043869005e+02,-9.061582086967348459e+00
1.898009998798370361e+02,4.413383782493062313e+02,8.948610241056757104e+02,1.884632037175663299e+00,4.390305637723537870e+02,8.941672220044040387e+02,1.140866713947184508e+01,4.404395642882915922e+02,8.946222701184653943e+02,-8.284935422478838518e+00
1.899010000228881836e+02,4.425946761286500646e+02,8.955476200007434500e+02,1.875448151377383965e+00,4.403359429743351825e+02,8.949818467989322244e+02,1.185015402501142034e+01,4.424725932982029803e+02,8.946327901974078713e+02,-8.562130826062798405e+00
1.900009999275207520e+02,4.438509735060097796e+02,8.962452894257687603e+02,1.865262379738567233e+00,4.416527673888091385e+02,8.958153153296030951e+02,1.236587019768631990e+01,4.438989708113555253e+02,8.966162925596751165e+02,-6.520134250250691821e+00
1.901009998321533203e+02,4.451175684535878645e+02,8.969429592470585249e+02,1.855075565159779671e+00,4.427476675026412067e+02,8.962871786677559385e+02,1.115996020155438373e+01,4.457058972828383503e+02,8.961351339542587766e+02,-8.498141833968077208e+00
1.902009999752044678e+02,4.463841632140014326e+02,8.976406290283575800e+02,1.843888420253506411e+00,4.440069260278976913e+02,8.968157331438019355e+02,1.057402284086930422e+01,4.472814967314041610e+02,8.957049281091644843e+02,-9.575395036327961407e+00
1.903009998798370361e+02,4.476610558915704132e+02,8.983382999160932059e+02,1.837700226880372156e+00,4.450889169484375429e+02,8.971310221439970292e+02,8.916768447502363415e+00,4.482382034569977236e+02,8.964327056295049942e+02,-1.112739907111335924e+01
1.904010000228881836e+02,4.489379480635350887e+02,8.990470443367928510e+02,1.830510130583490991e+00,4.462168847767920852e+02,8.977090629814222211e+02,7.949322354737887508e+00,4.488720571248145461e+02,8.977090805752679898e+02,-1.146943317657314765e+01
1.905009999275207520e+02,4.502148394092068884e+02,8.997557874444351000e+02,1.813319701665193406e+00,4.474875415544353245e+02,8.985948620801979132e+02,8.441218367371504883e+00,4.497647870759807347e+02,8.983186528152042456e+02,-1.199805928155427637e+01
1.906009998321533203e+02,4.515020287404090595e+02,9.004645318048058016e+02,1.802128207211126210e+00,4.488998249231974000e+02,8.992318620224914412e+02,8.520341407297394198e+00,4.515499227701822633e+02,8.990280816247186522e+02,-1.112761353349850424e+01
1.907009999752044678e+02,4.527892173813241925e+02,9.011732751336807041e+02,1.782936376430654946e+00,4.502333432987134074e+02,8.999953447293249837e+02,8.662359968410441979e+00,4.532052053764264201e+02,9.005778082322088949e+02,-9.483566507114460364e+00
1.908009998798370361e+02,4.540867040103548788e+02,9.018820197209245180e+02,1.769743473755738705e+00,4.515180397284673290e+02,9.004601100715963184e+02,7.768955134366080983e+00,4.545957606089757519e+02,9.002752748760549366e+02,-1.099780092337317683e+01
1.909010000228881836e+02,4.553738926471854711e+02,9.026018379669483238e+02,1.758549384476225441e+00,4.532071738280927775e+02,9.008093920638790451e+02,8.111289724379560084e+00,4.565051150359785197e+02,9.001242040684452377e+02,-1.100045515629670945e+01
1.910009999275207520e+02,4.566816770994956869e+02,9.033216580617227009e+02,1.755353484377963014e+00,4.548828090960641930e+02,9.014409756195815362e+02,8.989220932034186262e+00,4.583892745310922692e+02,9.001445596945555963e+02,-1.118826548764354811e+01
1.911009998321533203e+02,4.579791609080064063e+02,9.040525465477312537e+02,1.717156392800575304e+00,4.561966406704033830e+02,9.019615527367318464e+02,8.389407872411482003e+00,4.591020762325371720e+02,9.014937285458768201e+02,-1.145879578664613518e+01
1.912009999752044678e+02,4.592766456897210787e+02,9.047945115542765961e+02,1.698957374805218024e+00,4.577971974404011917e+02,9.024686766991610511e+02,8.856513151030981135e+00,4.603216086418782425e+02,9.025202080996925815e+02,-1.103611265768483918e+01
1.913009998798370361e+02,4.605844284933961035e+02,9.055254036880404556e+02,1.682758843170972796e+00,4.587306003579351454e+02,9.032058257350474832e+02,7.548379556570750992e+00,4.613790807732793837e+02,9.028850334474593637e+02,-1.249385867890288182e+01
1.914010000228881836e+02,4.619025090342768181e+02,9.062452223794675774e+02,1.664560796468265380e+00,4.593968096155359149e+02,9.043045967077082423e+02,6.365499171962653691e+00,4.628582790273858905e+02,9.036298397635287074e+02,-1.295833429361351818e+01
1.915009999275207520e+02,4.632102912173736513e+02,9.069761140154143959e+02,1.643361559049083098e+00,4.603879070717400737e+02,9.049792229183424297e+02,5.064439723570103524e+00,4.637500646549767680e+02,9.038056203373182598e+02,-1.482628922693038476e+01
1.916009998321533203e+02,4.645386692836718794e+02,9.077070076601106621e+02,1.631160471464966122e+00,4.617163894198739058e+02,9.059660785561858347e+02,5.900651458360016477e+00,4.649666798137032515e+02,9.046716158753691843e+02,-1.442478799476498352e+01
1.917009999752044678e+02,4.658670473641203671e+02,9.084379017030269097e+02,1.620959022304646169e+00,4.629427881766035853e+02,9.069449433789542354e+02,6.241447178790963335e+00,4.660659106302931605e+02,9.061837757931044735e+02,-1.380093124680718120e+01
1.918009998798370361e+02,4.671954254951940584e+02,9.091798704323132370e+02,1.617755626139341985e+00,4.644967378733502414e+02,9.078369422265129742e+02,7.229779064149397527e+00,4.675745576975689914e+02,9.069983028479653058e+02,-1.285442370226905950e+01
1.919010000228881836e+02,4.685238031301240653e+02,9.099218385570839018e+02,1.609551866435708689e+00,4.657012015473192150e+02,9.089020570905977365e+02,7.499943797205844476e+00,4.679945868145769055e+02,9.083790242465311167e+02,-1.325969594278438990e+01
1.920009999275207520e+02,4.698624788701204125e+02,9.106527339678027602e+02,1.604348573948811918e+00,4.700997961868688435e+02,9.099681174181553160e+02,1.386170958696766320e+01,4.721835109104558796e+02,9.099041591681691443e+02,-5.915901191840930551e+00
1.921009998321533203e+02,4.712011534382172613e+02,9.114057759147437991e+02,1.594141735151026751e+00,4.715381410970886691e+02,9.113546330795802533e+02,1.527103212905484497e+01,4.738244107618530734e+02,9.114831621513881146e+02,-3.676171507114588621e+00
1.922009999752044678e+02,4.725501260768999714e+02,9.121366708628918332e+02,1.581936948058910275e+00,4.731657809084517794e+02,9.125123335724667868e+02,1.716747128412987422e+01,4.752537816828353243e+02,9.127456572955445608e+02,-1.944180136463387498e+00
