time_s,gnss_2d,gnss_3d,pinn_2d,pinn_3d,vel_err,pred_sigma_3d
8.619999980926513672e+01,7.268528053194239114e+00,2.796373172853464695e+01,9.337734042515052346e-01,1.076228308038298831e+00,1.106373188990619738e+01,3.445123672485351562e+01
8.629999995231628418e+01,5.649193126476162341e+00,3.234789511565275433e+01,9.787141476951149999e-01,4.478817591155708655e+00,1.116883443383335894e+01,3.435301208496093750e+01
8.639999985694885254e+01,6.103534976646918686e+00,3.287808116885258869e+01,1.049965447125726037e+00,4.294250597384150936e+00,1.112264190105918615e+01,3.457053756713867188e+01
8.650000000000000000e+01,6.372886039254766821e+00,3.263382627703540351e+01,1.330396458876677457e+00,4.489654946477166675e+00,1.119919103186036402e+01,3.425615692138671875e+01
8.659999990463256836e+01,6.817917286745543315e+00,3.219542621607332222e+01,5.225877298886028033e-01,3.626476263335998595e+00,1.115717336759490941e+01,3.420382308959960938e+01
8.669999980926513672e+01,7.037598132709056209e+00,3.148310046440419185e+01,6.744583522957746657e-01,2.985809488116064614e+00,1.118215652582382269e+01,3.422212982177734375e+01
8.679999995231628418e+01,7.160010788693992545e+00,3.154614600230205923e+01,5.247717599794651244e-01,3.108868574966612286e+00,1.119935914183283288e+01,3.428457260131835938e+01
8.689999985694885254e+01,7.185791194144536931e+00,3.206572945504371575e+01,6.555322032315137326e-01,3.499716061187276850e+00,1.122105401503784172e+01,3.431547546386718750e+01
8.700000000000000000e+01,7.401473896965267585e+00,3.247403951822164458e+01,1.336959784228414660e+00,4.147336874981114363e+00,1.119445209167063737e+01,3.445200347900390625e+01
8.709999990463256836e+01,7.492734435610154620e+00,3.390347269962700238e+01,2.811297444445058247e+00,5.856398026866346918e+00,1.125848556211558638e+01,3.429049301147460938e+01
8.719999980926513672e+01,7.825342552348486969e+00,3.387124668094382685e+01,2.080478969994608462e+00,5.401362890834553454e+00,1.120603938261315591e+01,3.429907989501953125e+01
8.729999995231628418e+01,7.839194505968564819e+00,3.326903014641816725e+01,1.810021811585613039e+00,4.805959303877886057e+00,1.117427729906778566e+01,3.437599563598632812e+01
8.739999985694885254e+01,8.057967998712184610e+00,3.386644606698544635e+01,1.747794591214928861e+00,5.246354406283518124e+00,1.114218366975662988e+01,3.430564880371093750e+01
8.750000000000000000e+01,8.329714882839313717e+00,3.371033046917987264e+01,1.350069673455100983e+00,4.566901253409933581e+00,1.114825749401270905e+01,3.410659027099609375e+01
8.759999990463256836e+01,8.580165418289256607e+00,3.386228806346071707e+01,2.118451135435803767e+00,4.901021122567779997e+00,1.112051849936288583e+01,3.405949401855468750e+01
8.769999980926513672e+01,8.400591150063670298e+00,3.480812071236122307e+01,2.329666192290415605e+00,6.138591200143825866e+00,1.108853530703843582e+01,3.432959365844726562e+01
8.779999995231628418e+01,8.590107390904115903e+00,3.501784817980482245e+01,1.231788326614916773e+00,5.275685522092077306e+00,1.105178048486645892e+01,3.389597702026367188e+01
8.789999985694885254e+01,8.899664193702616188e+00,3.514431840649965011e+01,1.982543443876558120e+00,5.582510428427812421e+00,1.107035278448100968e+01,3.385243606567382812e+01
8.800000000000000000e+01,8.735202999395403012e+00,3.590667221830101141e+01,2.127193154191286073e+00,6.574572062640265280e+00,1.102184128346456049e+01,3.399128341674804688e+01
8.809999990463256836e+01,8.959371921030571784e+00,3.593888703335590407e+01,2.471409187385476436e+00,6.912982643872434885e+00,1.094988644252155296e+01,3.407594680786132812e+01
8.819999980926513672e+01,9.397577575102049607e+00,3.622310649736259336e+01,1.324974626145783096e+00,5.803120592579225523e+00,1.096393550537963613e+01,3.400600051879882812e+01
8.829999995231628418e+01,9.351046850288062373e+00,3.623518950959500273e+01,2.395764100663496876e+00,5.792097692022117883e+00,1.094087998061695188e+01,3.398680496215820312e+01
8.839999985694885254e+01,9.334362170662204861e+00,3.704400544397817896e+01,1.909498190250551453e+00,5.474539576957912601e+00,1.091307730472928839e+01,3.368207550048828125e+01
8.850000000000000000e+01,9.326462700887962143e+00,3.769800712450518887e+01,1.876486533477741636e+00,6.113607667012679769e+00,1.092694430468880640e+01,3.365411758422851562e+01
8.859999990463256836e+01,9.475829177652052238e+00,3.759101263376263802e+01,2.947573959403931632e+00,7.588060969853057003e+00,1.084451614597835345e+01,3.387308883666992188e+01
8.869999980926513672e+01,9.507062244637801030e+00,3.821089416882934842e+01,2.572951127552563388e+00,6.948805878001365954e+00,1.085582472832677858e+01,3.372668457031250000e+01
8.879999995231628418e+01,9.640854159885035912e+00,3.839899201011510854e+01,1.841902064780722714e+00,6.112265712507341853e+00,1.075963532161020098e+01,3.365793609619140625e+01
8.889999985694885254e+01,9.789017174230616902e+00,3.831592654650636121e+01,1.905708871584500086e+00,5.903229888700811223e+00,1.074943039099780329e+01,3.359436416625976562e+01
8.900000000000000000e+01,9.934725476949900269e+00,3.814422873785802182e+01,2.485657940962222590e+00,7.597020214723256615e+00,1.070958608964052949e+01,3.403414916992187500e+01
8.909999990463256836e+01,1.012531691629672359e+01,3.867164369002013302e+01,3.147306135984059505e+00,7.787274861143198557e+00,1.066017941720900097e+01,3.380858993530273438e+01
8.919999980926513672e+01,1.022660844008485093e+01,3.903328835818910392e+01,3.666544089584025556e+00,8.632271349604629052e+00,1.068922273570549386e+01,3.399977111816406250e+01
8.929999995231628418e+01,1.009938461212772509e+01,3.872847227483703136e+01,3.578396178193572030e+00,9.010253009199855612e+00,1.068922273570549386e+01,3.400210571289062500e+01
8.939999985694885254e+01,1.011128081917535049e+01,3.917534075720931952e+01,3.182713248179272814e+00,8.431145348491519087e+00,1.059473167185141129e+01,3.384541320800781250e+01
8.950000000000000000e+01,9.668190532827333428e+00,3.907018680065416305e+01,3.108003693215942942e+00,8.852149799159558796e+00,1.055450428409657349e+01,3.396051788330078125e+01
8.959999990463256836e+01,9.653723908367899398e+00,3.908192840926574974e+01,2.925579937467053693e+00,8.267602029360565652e+00,1.049965346109943987e+01,3.394092559814453125e+01
8.969999980926513672e+01,9.816906628686568936e+00,3.889449541588907522e+01,3.576004247015753368e+00,8.337222299587743635e+00,1.048422733576713028e+01,3.402669525146484375e+01
8.979999995231628418e+01,9.571510341267901012e+00,3.901672451152668941e+01,1.748423480620233228e+00,6.563348804733080577e+00,1.045267095910870658e+01,3.343423080444335938e+01
8.989999985694885254e+01,9.187806855549727203e+00,4.198203386331308451e+01,3.027455422914127059e+00,8.079453755040724161e+00,1.045260141450636659e+01,3.347935867309570312e+01
9.000000000000000000e+01,9.351664559773855245e+00,4.235847768130705049e+01,2.715796864986287584e+00,8.153770038185820468e+00,1.037660664193355053e+01,3.332138442993164062e+01
9.009999990463256836e+01,9.360494903651586540e+00,4.194587517288898226e+01,1.717603780206959696e+00,6.895342427580120059e+00,1.035226591440041766e+01,3.333677291870117188e+01
9.019999980926513672e+01,9.569805755607655229e+00,4.296068594640583882e+01,3.427981944581964147e+00,7.223120039470158460e+00,1.026142375487929925e+01,3.330503463745117188e+01
9.029999995231628418e+01,9.717474303286959270e+00,4.310089413195760244e+01,2.301729437303217107e+00,7.462587530149250803e+00,1.023882293457513271e+01,3.330089569091796875e+01
9.039999985694885254e+01,9.871437616751048694e+00,4.322143904945072990e+01,1.232059264101456941e+00,7.690238569197450857e+00,1.026735487025192661e+01,3.333421325683593750e+01
9.050000000000000000e+01,9.893988098068618342e+00,4.304146619298240495e+01,9.655590647808647287e-01,8.334639874215234556e+00,1.022372294176852314e+01,3.322268295288085938e+01
9.059999990463256836e+01,9.799740508182663845e+00,4.304628863899345959e+01,2.429959494727869096e+00,8.230941652899655736e+00,1.015317483774127894e+01,3.349449920654296875e+01
9.069999980926513672e+01,9.735612722616947323e+00,4.288574631432403805e+01,2.332368755675906957e+00,8.472690369291182577e+00,1.009223187341141603e+01,3.347627639770507812e+01
9.079999995231628418e+01,9.775571668194734443e+00,4.245082140380395685e+01,8.208922443751396347e-01,8.229472329186730661e+00,1.004788831161295803e+01,3.348935699462890625e+01
9.089999985694885254e+01,1.002039767661642777e+01,4.261250924262916584e+01,1.764382228239461003e+00,7.059352278362777788e+00,1.003075573976243362e+01,3.357258605957031250e+01
9.100000000000000000e+01,1.028768628221915549e+01,4.335764663095642391e+01,1.393220835548969028e+00,7.199520820173420432e+00,9.990570382444923681e+00,3.333085632324218750e+01
9.109999990463256836e+01,1.012503835362092808e+01,4.299222407196261031e+01,3.026990490911908527e+00,7.332556992425982578e+00,9.946605509138212398e+00,3.355265045166015625e+01
9.119999980926513672e+01,1.040353713214705955e+01,4.393010020950565320e+01,1.276982403143725353e+00,7.034580086522391085e+00,9.883120644951576494e+00,3.342647552490234375e+01
9.129999995231628418e+01,1.068990029133567710e+01,4.415493119057975235e+01,2.061362821598543338e+00,6.309641205683042209e+00,9.870202521275253105e+00,3.342909240722656250e+01
9.139999985694885254e+01,1.080889651999638446e+01,4.436972769717110765e+01,1.348800024901143146e+00,6.962362111913698470e+00,9.851507460409409944e+00,3.346464538574218750e+01
9.150000000000000000e+01,1.091083560879024006e+01,4.519346501635760660e+01,5.974903124273114319e-01,6.662324428209041471e+00,9.745449978809668679e+00,3.347710037231445312e+01
9.159999990463256836e+01,3.707366980718037386e+00,7.193482042806484067e+00,6.323146970531694500e-01,1.172535098812037013e+01,9.736598343774030440e+00,3.700760269165039062e+01
9.169999980926513672e+01,3.693305845880673566e+00,7.157097367881135597e+00,1.618646134125867997e+00,1.238932826060723080e+01,9.718891992478408071e+00,3.694896697998046875e+01
9.179999995231628418e+01,3.711426981739537112e+00,7.123068973058998665e+00,1.173008951808942602e+00,1.203306162029869775e+01,9.630194154192306399e+00,3.706831741333007812e+01
9.189999985694885254e+01,3.714063007289883256e+00,7.111113265598123512e+00,1.462947317694987870e+00,1.292094346144735084e+01,9.530704382782042572e+00,3.675939178466796875e+01
9.200000000000000000e+01,3.717122581881407317e+00,7.130238087506853617e+00,7.146691562285718557e-01,1.215219772800089970e+01,9.487264001932759427e+00,3.699306488037109375e+01
9.209999990463256836e+01,3.674969712593409099e+00,7.171724672750503515e+00,1.060670934435457458e+00,1.125618609212923715e+01,9.489642121198015090e+00,3.719925308227539062e+01
9.219999980926513672e+01,3.675221427560277476e+00,7.155240682253319662e+00,9.487987126805526028e-01,1.128488905137586862e+01,9.493051268011281962e+00,3.735244750976562500e+01
9.229999995231628418e+01,3.672431964180780106e+00,7.129620995755980850e+00,6.163021971211530836e-01,1.174655959182665121e+01,9.429317422335737220e+00,3.704458999633789062e+01
9.239999985694885254e+01,3.674294261000595530e+00,7.129110211221628468e+00,8.484379880199396373e-01,1.141030771617693063e+01,9.340741114279946800e+00,3.739151763916015625e+01
9.250000000000000000e+01,3.682911465789325156e+00,7.154352947345389957e+00,1.355272302770817783e+00,1.247320905275143410e+01,9.216046909882809501e+00,3.667313766479492188e+01
9.259999990463256836e+01,3.667911805635800881e+00,7.124895621839065996e+00,1.390635970486235884e+00,1.230419012746683904e+01,9.225161853309126414e+00,3.682448196411132812e+01
9.269999980926513672e+01,3.654512809079885738e+00,7.166902003508234031e+00,1.065502914146726487e+00,1.204108666152673379e+01,9.188833294490232007e+00,3.674496459960937500e+01
9.279999995231628418e+01,3.674191371258232142e+00,7.115143745780129869e+00,1.598945593596218462e+00,1.258432903960484772e+01,9.160537308510669163e+00,3.661174774169921875e+01
9.289999985694885254e+01,3.713926747435637221e+00,7.129900444585131503e+00,1.012477679301320377e+00,1.195354995698737355e+01,9.153593418213851862e+00,3.744404983520507812e+01
9.300000000000000000e+01,3.748198573033923342e+00,7.119366250833084386e+00,9.896661751111004435e-01,1.211869438470717775e+01,9.053167655881731335e+00,3.715599822998046875e+01
9.309999990463256836e+01,3.724788336629224705e+00,7.090726304680491587e+00,7.996297182166965944e-01,1.205869809133433357e+01,8.980708659972997054e+00,3.723829650878906250e+01
9.319999980926513672e+01,3.729787751430542642e+00,7.110413301055403146e+00,7.953621721370386366e-01,1.209691113842261068e+01,8.867247101684986532e+00,3.718168258666992188e+01
9.329999995231628418e+01,3.707192159771843354e+00,7.126241203932900170e+00,1.043694652447692661e+00,1.202301257145716740e+01,8.830573648333590597e+00,3.700276947021484375e+01
9.339999985694885254e+01,3.736774602091476272e+00,7.135737497006601870e+00,1.131157283672952429e+00,1.178249634264760637e+01,8.775244769612802642e+00,3.699192428588867188e+01
9.350000000000000000e+01,3.751269997008958690e+00,7.074737697366554556e+00,1.380862103805672314e+00,1.217102374427795475e+01,8.707947347355595724e+00,3.729841232299804688e+01
9.359999990463256836e+01,3.726695000454677054e+00,7.072944875649072927e+00,9.041999723339366746e-01,1.164179545457171017e+01,8.713088763345838927e+00,3.759482574462890625e+01
9.369999980926513672e+01,3.733423502363427904e+00,7.079550093209475037e+00,8.142313514118612039e-01,1.147386088474772592e+01,8.653595550472640952e+00,3.760834503173828125e+01
9.379999995231628418e+01,3.762385937773927047e+00,7.107632917747324086e+00,1.489525374104745836e+00,1.165162542330146600e+01,8.611072014574075340e+00,3.711310958862304688e+01
9.389999985694885254e+01,3.760055761214830650e+00,7.139841583225815747e+00,1.603781908324641847e+00,1.195947364996832363e+01,8.542524428379342893e+00,3.700702667236328125e+01
9.400000000000000000e+01,3.750778321734325349e+00,7.135854806880939094e+00,9.986822745469328133e-01,1.202037840655906464e+01,8.490379951752727195e+00,3.725205993652343750e+01
9.409999990463256836e+01,3.783439376126167986e+00,7.159778747899235185e+00,1.452005166155440063e+00,1.209638005196067922e+01,8.396463407540576185e+00,3.715352630615234375e+01
9.419999980926513672e+01,3.773089401610593807e+00,7.134704801545495911e+00,7.093961609533141477e-01,1.191333569824357852e+01,8.372783208101889585e+00,3.742631912231445312e+01
9.429999995231628418e+01,3.789057301018123880e+00,7.127142852633469694e+00,1.345818718379649059e+00,1.141692690641771968e+01,8.424662583346316680e+00,3.715421295166015625e+01
9.439999985694885254e+01,3.805646520009275058e+00,7.077229620669577059e+00,1.894450680710247248e+00,1.219042617290343955e+01,8.382143496957464635e+00,3.726444244384765625e+01
9.450000000000000000e+01,3.808884751557628512e+00,7.060990834925624959e+00,1.864425500192798735e+00,1.239945397514768288e+01,8.374187980295397793e+00,3.718156814575195312e+01
9.459999990463256836e+01,3.829717158347579087e+00,7.040034812683924059e+00,1.793361170524206738e+00,1.207935889936365115e+01,8.369899038589528217e+00,3.720017623901367188e+01
9.469999980926513672e+01,3.793371770987766567e+00,7.024576292133795086e+00,1.726859619392117073e+00,1.171929338605912818e+01,8.293875267154325215e+00,3.682283782958984375e+01
9.479999995231628418e+01,3.786241582804522388e+00,7.018551074347347374e+00,1.678150912046615373e+00,1.269355913318852380e+01,8.313975963299784055e+00,3.702487564086914062e+01
9.489999985694885254e+01,3.734561608950501377e+00,6.993247640809045151e+00,9.863642240713602627e-01,1.154863621641128901e+01,8.265714942944578425e+00,3.726522064208984375e+01
9.500000000000000000e+01,3.735829187227834858e+00,7.024623407301972655e+00,2.378238067954550505e+00,1.213395183190215398e+01,8.230947637896846913e+00,3.692249298095703125e+01
9.509999990463256836e+01,3.736207919078952333e+00,7.044880647370268534e+00,1.473500749043495706e+00,1.279537035510026222e+01,8.233388899434373798e+00,3.694717025756835938e+01
9.519999980926513672e+01,3.695297735432435449e+00,7.009770328480329660e+00,1.504463068840478535e+00,1.234124120315578033e+01,8.239199974829098494e+00,3.705818557739257812e+01
9.529999995231628418e+01,3.725706122836455858e+00,6.995704426321752933e+00,1.333371071035819089e+00,1.226639055057158068e+01,8.202318285615300297e+00,3.696888351440429688e+01
9.539999985694885254e+01,3.735707632643013643e+00,6.976548245492673495e+00,1.668592254644007733e+00,1.233858996290613774e+01,8.169158991688249216e+00,3.690472793579101562e+01
9.550000000000000000e+01,3.724300634259576359e+00,7.056565253702778762e+00,1.048675432540146835e+00,1.241647296491329833e+01,8.150356703350752241e+00,3.712958908081054688e+01
9.559999990463256836e+01,3.666887879039754328e+00,7.051495789895893651e+00,1.293999060659842160e+00,1.230256989001502532e+01,8.151131620956338253e+00,3.693771743774414062e+01
9.569999980926513672e+01,3.629057108155608447e+00,6.942569813486168862e+00,1.152221458226043271e+00,1.220068607121524451e+01,8.098393164890090645e+00,3.696924209594726562e+01
9.579999995231628418e+01,3.634111280833973279e+00,6.946679071376958170e+00,8.460284876563820555e-01,1.179675132810418603e+01,8.133675494409779105e+00,3.726075744628906250e+01
9.589999985694885254e+01,3.607685647043664900e+00,6.982429220287835747e+00,1.217236394008339495e+00,1.237007149427446073e+01,8.050451844115766420e+00,3.690063095092773438e+01
9.600000000000000000e+01,3.555745052481713131e+00,6.967224915648612793e+00,1.394645599332795749e+00,1.267500237862690327e+01,8.010760721177536681e+00,3.716507720947265625e+01
9.609999990463256836e+01,3.547250338915119539e+00,6.850462741565780611e+00,1.524535477040344977e+00,1.209623285359873002e+01,8.053097242733604944e+00,3.667928314208984375e+01
9.619999980926513672e+01,3.519669060083634893e+00,6.884929060397329437e+00,1.367707784144780891e+00,1.199780018862150932e+01,7.967340091567489679e+00,3.722700881958007812e+01
9.629999995231628418e+01,3.540280278837748984e+00,6.830012979695951003e+00,8.634974533457822066e-01,1.143707419581773799e+01,8.020357909110312988e+00,3.733156204223632812e+01
9.639999985694885254e+01,3.504387543017502882e+00,6.800995318535242085e+00,6.607624877161352162e-01,1.166583907266560161e+01,7.986909744629011598e+00,3.726861572265625000e+01
9.650000000000000000e+01,3.512450350192133364e+00,6.792675325588317214e+00,9.802562911143053448e-01,1.178303759436370868e+01,8.052467446457715283e+00,3.725241470336914062e+01
9.659999990463256836e+01,3.518861197772876093e+00,6.809711967082840545e+00,5.348408592186540966e-01,1.187120642116895830e+01,7.950262113611601400e+00,3.700225830078125000e+01
9.669999980926513672e+01,3.545566575398786391e+00,6.793870237077744179e+00,8.797582832329542413e-01,1.182898867218093919e+01,7.903143832423731752e+00,3.726109695434570312e+01
9.679999995231628418e+01,3.541169265236514985e+00,6.748606210002128236e+00,8.395002395654102001e-01,1.271829087183931328e+01,7.828746692275704966e+00,3.678359222412109375e+01
9.689999985694885254e+01,3.536924998096846906e+00,6.729486055981891646e+00,1.319795705976853695e+00,1.317728324987197652e+01,7.819370751448413870e+00,3.664938735961914062e+01
9.700000000000000000e+01,3.552352202402613290e+00,6.770926219737430252e+00,9.476680957710729158e-01,1.235571986916839293e+01,7.783064319183689683e+00,3.713652038574218750e+01
9.709999990463256836e+01,3.552279047691341063e+00,6.747160729765055542e+00,9.305915657799815888e-01,1.223876584806374268e+01,7.820638568526097956e+00,3.745770263671875000e+01
9.719999980926513672e+01,3.602178309880613050e+00,6.746838181264536161e+00,1.051950381436667303e+00,1.238430127926863200e+01,7.773248286406694518e+00,3.734542846679687500e+01
9.729999995231628418e+01,3.584307456287371796e+00,6.711703358637532979e+00,1.109170656176642122e+00,1.074070016414408002e+01,7.818348474468619358e+00,3.718954849243164062e+01
9.740100002288818359e+01,3.541910747038103491e+00,6.665539706947861909e+00,6.418532967366380459e-01,1.098444678468274738e+01,7.780762631322580170e+00,3.752030563354492188e+01
9.750099992752075195e+01,3.576306114289453220e+00,6.745852304596941629e+00,8.412652078218273433e-01,1.151432355326500456e+01,7.807630712564437303e+00,3.712778091430664062e+01
9.760099983215332031e+01,3.560793562646862309e+00,6.799164837596515909e+00,6.816910157469199261e-01,1.177611798723358305e+01,7.759694457291399949e+00,3.700766754150390625e+01
9.770099997520446777e+01,3.512253904578751751e+00,6.740602310443810197e+00,5.964132187466140156e-01,1.236886333258628135e+01,7.678153099315843555e+00,3.679470825195312500e+01
9.780099987983703613e+01,3.424553143325121951e+00,7.189486933566004545e+00,9.246287519041554992e-01,1.106552860394672599e+01,7.601566442606862317e+00,3.713851928710937500e+01
9.790100002288818359e+01,3.469622938107468357e+00,6.885870458080077583e+00,1.194961069470388049e+00,1.274098787194846594e+01,7.597840157858174237e+00,3.672246170043945312e+01
9.800099992752075195e+01,3.327869030526755090e+00,7.660575802408897239e+00,1.010219883495590887e+00,1.054027709671541757e+01,7.589492683324699840e+00,3.724988937377929688e+01
9.810099983215332031e+01,3.357581405130132257e+00,7.390662046486949244e+00,1.062699405336186897e+00,1.092923033626598084e+01,7.571073387731630078e+00,3.707302093505859375e+01
9.820099997520446777e+01,3.298648235803694817e+00,7.531048830014184681e+00,1.020436980354541223e+00,1.049528879746333310e+01,7.639010222598138888e+00,3.732114028930664062e+01
9.830099987983703613e+01,3.193891034607532209e+00,8.728164975146057714e+00,7.443173558159984493e-01,1.035910573943571578e+01,7.624893368857620146e+00,3.718095397949218750e+01
9.840100002288818359e+01,3.173983737696767893e+00,8.433992111285329329e+00,8.872032549874891982e-01,1.045312355364254664e+01,7.564492185947374381e+00,3.769151687622070312e+01
9.850099992752075195e+01,3.274737819051552368e+00,7.754778771730372888e+00,5.330127990009851935e-01,1.079455918683396654e+01,7.520456568951193965e+00,3.725584030151367188e+01
9.860099983215332031e+01,3.222402635899836554e+00,8.151770041252227372e+00,8.709735362023870442e-01,9.545292085917180813e+00,7.514291947948942507e+00,3.737583160400390625e+01
9.870099997520446777e+01,3.508260159934321720e+00,6.408204436716126828e+00,1.037040560110167542e+00,1.184200377511429103e+01,7.475995553775756086e+00,3.723471450805664062e+01
9.880099987983703613e+01,3.357288928887359081e+00,7.537147039062127796e+00,7.964614584225049310e-01,1.088119827363516201e+01,7.440052303126226008e+00,3.727075958251953125e+01
9.890100002288818359e+01,3.438500106179222193e+00,6.851277785585288882e+00,1.063759575804297697e+00,1.241315781383413253e+01,7.417291879377264863e+00,3.682682037353515625e+01
9.900099992752075195e+01,3.285911164900666925e+00,8.169656749148655805e+00,7.878446659613064229e-01,1.128783182194561974e+01,7.366593064408318625e+00,3.690970993041992188e+01
9.910099983215332031e+01,3.235447095843744236e+00,8.832007753857849863e+00,1.132304903528095652e+00,9.522875295405611951e+00,7.408902064820464872e+00,3.724105072021484375e+01
9.920099997520446777e+01,3.356812474116069644e+00,8.036886401953822201e+00,6.363013047093460939e-01,1.052676802057883343e+01,7.343639313164239901e+00,3.696680068969726562e+01
9.930099987983703613e+01,3.245695718259987483e+00,9.245413385000679440e+00,7.887637360976748058e-01,9.212407518931614803e+00,7.334612095399392295e+00,3.728996658325195312e+01
9.940100002288818359e+01,3.275755120526654629e+00,8.476621027970502098e+00,2.394113918432218213e+00,1.003594362055925160e+01,7.370926521884037186e+00,3.742058181762695312e+01
9.950099992752075195e+01,3.304655643064613457e+00,8.065138230785883877e+00,1.305602322139921334e+00,1.059844712445988435e+01,7.288452111773008113e+00,3.758602142333984375e+01
9.960099983215332031e+01,3.458689328196449697e+00,6.839754125706360099e+00,1.705498468054557071e+00,1.253914209413174952e+01,7.294762503746975213e+00,3.716849899291992188e+01
9.970099997520446777e+01,3.470823414895920500e+00,6.989922509688982544e+00,1.098342438596905390e+00,1.164696635580986062e+01,7.274493703677432421e+00,3.715478515625000000e+01
9.980099987983703613e+01,3.462608826260742401e+00,6.883851183696780396e+00,1.049773594554848088e+00,1.183949091363077244e+01,7.190357428471548573e+00,3.743017959594726562e+01
9.990100002288818359e+01,3.519015244219405592e+00,6.595345298473802131e+00,1.981300783639849517e+00,1.250505402421218015e+01,7.221158369686508927e+00,3.732536315917968750e+01
1.000009999275207520e+02,3.334860174641992803e+00,8.213978521622685491e+00,1.279682501427704899e+00,1.049258859031524871e+01,7.186378334642760990e+00,3.708198547363281250e+01
1.001009998321533203e+02,3.446911863172941626e+00,7.266941932971346496e+00,1.511712451210114105e+00,1.122663796729541907e+01,7.178326556082689436e+00,3.702739715576171875e+01
1.002009999752044678e+02,3.489674873269263955e+00,7.019122798427431142e+00,1.047860471672649396e+00,1.056210953416167264e+01,7.181995591604904305e+00,3.720891571044921875e+01
1.003009998798370361e+02,3.623333326798474641e+00,6.228232236101284514e+00,1.192340363628678679e+00,1.241504407525108000e+01,7.170345284783920192e+00,3.727672576904296875e+01
1.004010000228881836e+02,3.516910119595292095e+00,6.692729694744897984e+00,1.273495649870607149e+00,1.285478707597299497e+01,7.084685404787886220e+00,3.721140670776367188e+01
1.005009999275207520e+02,3.556823969532937113e+00,6.606655670334258268e+00,1.199975513277063754e+00,1.305329488675433147e+01,7.083359493902083415e+00,3.704002380371093750e+01
1.006009998321533203e+02,3.438278153735944365e+00,7.342961061673572765e+00,1.218999182568876627e+00,1.127245077821657304e+01,7.064986395506655192e+00,3.699898147583007812e+01
1.007009999752044678e+02,3.256707020103303041e+00,8.765181582392351345e+00,1.022537400946029962e+00,1.018116658001364527e+01,7.018225726585639812e+00,3.693141555786132812e+01
1.008009998798370361e+02,3.297394420398637394e+00,8.375355460845074873e+00,1.108334817786855719e+00,1.083637247324551645e+01,7.002364970842458014e+00,3.693642807006835938e+01
1.009010000228881836e+02,3.167996256852584125e+00,9.768183079712107642e+00,1.079611479890127956e+00,7.812571536264343308e+00,7.035914619815791582e+00,3.706039810180664062e+01
1.010009999275207520e+02,3.152769271392175554e+00,1.042264490443164071e+01,6.819954917454781329e-01,8.430975429170441515e+00,7.011906234296007234e+00,3.730186843872070312e+01
1.011009998321533203e+02,3.192524216049159147e+00,9.858645057226041786e+00,1.145050201031467152e+00,8.678137451944742509e+00,6.982663512082730506e+00,3.736980056762695312e+01
1.012009999752044678e+02,3.275953442703272600e+00,8.860104045039676635e+00,7.578458921602478915e-01,9.639065534172461369e+00,6.969775923951771368e+00,3.741125488281250000e+01
1.013009998798370361e+02,3.232525862566959951e+00,9.351319853175635188e+00,1.317660199279542255e+00,8.898418003989652547e+00,6.946949878921734545e+00,3.744969558715820312e+01
1.014010000228881836e+02,3.424404514988387493e+00,7.568048062416232291e+00,8.498155909981859324e-01,1.103547900962613504e+01,6.880156499587673835e+00,3.733580780029296875e+01
1.015009999275207520e+02,3.540489781601628305e+00,6.806124560811769086e+00,1.550929193356033409e+00,1.117606029453870242e+01,6.911361115111855469e+00,3.710908126831054688e+01
1.016009998321533203e+02,3.552003966624839748e+00,6.983362253162671784e+00,1.353626161107309933e+00,1.236158203662438737e+01,6.870662413883873221e+00,3.725234603881835938e+01
1.017009999752044678e+02,3.469867214312563508e+00,7.443923415327670767e+00,1.885847996782145986e+00,1.255621114009434081e+01,6.858531528034346181e+00,3.716305160522460938e+01
1.018009998798370361e+02,3.448746609250682216e+00,7.560406957843970766e+00,1.264161449403251813e+00,1.179032690252735804e+01,6.776166434697580954e+00,3.723157501220703125e+01
1.019010000228881836e+02,3.452196257059213735e+00,7.501932104929164069e+00,1.580154948349823618e+00,1.175543173333280222e+01,6.808999253626916826e+00,3.739906311035156250e+01
1.020009999275207520e+02,3.363659264845870744e+00,8.251918310673845625e+00,1.145948615039716678e+00,1.077745350856510953e+01,6.751818003840535098e+00,3.752186584472656250e+01
1.021009998321533203e+02,3.390264740740875471e+00,7.780447366697566203e+00,9.903511229901547086e-01,1.077524293444821346e+01,6.751174339578742689e+00,3.732822418212890625e+01
1.022009999752044678e+02,6.629972213681215365e+00,3.066825852279870190e+01,2.497357850174342087e+00,4.281853360210142512e+00,6.712788493820610825e+00,3.509415435791015625e+01
1.023009998798370361e+02,5.301401422761029991e+00,2.608749815482720891e+01,1.715265617968312784e+00,2.010533957100323121e+00,6.759650820530728410e+00,3.479230880737304688e+01
1.024010000228881836e+02,6.088783309404686150e+00,2.884643755525364384e+01,2.147831342271756316e+00,2.366244034068019531e+00,6.657309502128242684e+00,3.468591308593750000e+01
1.025009999275207520e+02,5.963579088832950070e+00,2.837702004929570521e+01,2.151939135754819432e+00,2.316161044591188212e+00,6.617561091959680120e+00,3.487175369262695312e+01
1.026009998321533203e+02,5.490784248788711963e+00,2.686924057577144254e+01,2.065540611987073838e+00,2.087978908642323717e+00,6.638627509107115188e+00,3.516439437866210938e+01
1.027009999752044678e+02,5.421995948766666906e+00,2.662387749060637177e+01,1.650932069641925404e+00,1.695650726909425643e+00,6.503524733087317600e+00,3.491710281372070312e+01
