time_s,gnss_2d,gnss_3d,fusion_2d,fusion_3d
1.130009999275207520e+02,3.212852405210073314e+00,2.564120481711093902e+01,1.594151193532864053e+00,5.964136435651536061e+00
1.131009998321533203e+02,3.372781042384799033e+00,2.534214276588966896e+01,2.423294162578804478e+00,4.437065477697792026e+00
1.132009999752044678e+02,3.266797313951637083e+00,2.556870475702824308e+01,1.875100754722197838e+00,3.389678097891482000e+00
1.133009998798370361e+02,3.233912788083668222e+00,2.570393956151978543e+01,3.225843536684094737e+00,5.304368245339022181e+00
1.134010000228881836e+02,3.197268331282878240e+00,2.577832068197522020e+01,4.480692796485779894e+00,4.513882272150890884e+00
1.135009999275207520e+02,3.324485613302412101e+00,2.552453149127024190e+01,4.634124179826056178e+00,5.347498890756785528e+00
1.136009998321533203e+02,3.362282805473394642e+00,2.539736926020300700e+01,4.415848384739051724e+00,4.541088422433267269e+00
1.137009999752044678e+02,3.416257213414787497e+00,2.526926316486562385e+01,2.366052771342331162e+00,3.767058483444420069e+00
1.138009998798370361e+02,3.295464519205564269e+00,2.534709542821705952e+01,2.266997742803909421e+00,3.388555325862788070e+00
1.139010000228881836e+02,3.455542830723837611e+00,2.602592621243327997e+01,2.681590358633124005e+00,3.738152302114996051e+00
1.140009999275207520e+02,3.185369980828213876e+00,2.578752075392818099e+01,2.491676049363298784e+00,3.164195495213089071e+00
1.141009998321533203e+02,3.667550347936166855e+00,2.779909549726639639e+01,3.259449298290689523e+00,3.422355819367507213e+00
1.142009999752044678e+02,3.529536490696083995e+00,2.728867057445983235e+01,2.319961002080906276e+00,2.470660281672234948e+00
1.143009998798370361e+02,2.336225535014554922e+01,6.933233821080284542e+01,6.641322657968122378e+00,2.176418696506369344e+01
1.144010000228881836e+02,1.793270058793505584e+01,5.871570597658378432e+01,5.597588255668785706e+00,1.600444957359086828e+01
1.145009999275207520e+02,1.401024396876725753e+01,5.126468927268226849e+01,6.424711761817368583e+00,9.902420116574022657e+00
1.146009998321533203e+02,1.078683101245663423e+01,4.486469054016557578e+01,6.859641019862667832e+00,6.880995760390354654e+00
1.147009999752044678e+02,7.910805283443813174e+00,3.870087429339648821e+01,5.295304358501560671e+00,5.468860341940118275e+00
1.148009998798370361e+02,6.912075368636655170e+00,3.636124503876282432e+01,5.186192994817894864e+00,5.592333308103200729e+00
1.149010000228881836e+02,6.170240412995244839e+00,3.416744196726404681e+01,3.251239593744157830e+00,3.308061758384766904e+00
1.150009999275207520e+02,5.691137389576580219e+00,3.299163611864351253e+01,3.473371019801708037e+00,4.040480219022513531e+00
1.151009998321533203e+02,5.662781529432488803e+00,3.317340901401455255e+01,3.787368768995955204e+00,5.228342014557124884e+00
1.152009999752044678e+02,4.671690560719161667e+00,3.002653744506654121e+01,3.432869176253913412e+00,7.794441852098927370e+00
1.153009998798370361e+02,4.559880456271280025e+00,2.948105644588354579e+01,5.835494113678410422e+00,1.391955039326961874e+01
1.154010000228881836e+02,4.544059642394080889e+00,2.888810802271064304e+01,2.084154871869405845e+00,6.526799123461833219e+00
1.155009999275207520e+02,4.324373495998739436e+00,2.789683943786266340e+01,1.593452346236675199e+00,6.463155353646919288e+00
1.156009998321533203e+02,4.532634880087526241e+00,2.828615563335216265e+01,1.712874276888605385e+00,7.616567327598238180e+00
1.157009999752044678e+02,4.514606588743592219e+00,2.779697244027616776e+01,3.582137622403401278e-01,5.283882312284946536e+00
1.158009998798370361e+02,4.516999044942195063e+00,2.743867860151258498e+01,1.766199414128494904e+00,1.109189226155135799e+01
1.159010000228881836e+02,4.646604416728716380e+00,2.748645410686596335e+01,1.787477359716644454e+00,9.909787858535468175e+00
1.160009999275207520e+02,4.567368945620461140e+00,2.715851677251675156e+01,7.758370581394252730e-01,8.509580290671614478e+00
1.161009998321533203e+02,4.795269942425171017e+00,2.774063156616837489e+01,6.812270000947633353e-01,6.832261776822873500e+00
1.162009999752044678e+02,5.007029246913285547e+00,2.837040657439160185e+01,7.200187434511213791e-01,6.740366470657993325e+00
1.163009998798370361e+02,4.750087121562508230e+00,2.760158161909168939e+01,2.440742764855248770e-01,6.412523564517950803e+00
1.164010000228881836e+02,4.696348037845107015e+00,2.698891732809703115e+01,4.881397426662724692e-01,6.908106157931188207e+00
1.165009999275207520e+02,4.706750585979111889e+00,2.731401304010485376e+01,1.273825095897164639e+00,7.748895969150441765e+00
1.166009998321533203e+02,4.691615671510710683e+00,2.713820108814328336e+01,1.869636521142085117e-01,5.899652219474229575e+00
1.167009999752044678e+02,4.871573964799592815e+00,2.736485016701498907e+01,5.192501423263452542e-01,6.968654544055813638e+00
1.168009998798370361e+02,4.784690465375080137e+00,2.734609911950558114e+01,9.810255665605233100e-01,5.393559373797809364e+00
1.169010000228881836e+02,3.374885460267058157e+00,2.726509209449746862e+01,1.605771412080070792e+00,2.300527901438871758e+00
1.170009999275207520e+02,4.304446284601382899e+00,2.625109798213956225e+01,5.096221480032198103e-01,6.577701566906026365e+00
1.171009998321533203e+02,4.477480971168033896e+00,2.667593423807813480e+01,2.488697190206096421e-01,7.324551227509220830e+00
1.172009999752044678e+02,4.287382277792574747e+00,2.640778452099950613e+01,3.995422262250660217e-01,8.167729523541465753e+00
1.173009998798370361e+02,4.156320344520904264e+00,2.561823068679633053e+01,6.253713292661384759e-01,9.287815293094588753e+00
1.174010000228881836e+02,4.257924511982811744e+00,2.569025312367159586e+01,3.588067651539812442e-01,9.588660330212425364e+00
1.175009999275207520e+02,4.310926848528796818e+00,2.542130860906761214e+01,6.608916066740209150e-01,8.518415105738396775e+00
1.176009998321533203e+02,4.537643226873919744e+00,2.493672884479138219e+01,8.715669991203649491e-01,9.889394973981303849e+00
1.177009999752044678e+02,4.338063118926094752e+00,2.466257984250117374e+01,2.722193882292098799e-01,8.716965501616874334e+00
1.178009998798370361e+02,4.208723592061014429e+00,2.449192761580846778e+01,1.770541690424320524e+00,6.914014103297656533e+00
1.179010000228881836e+02,4.223292827280756612e+00,2.557612489991195304e+01,1.318471884703161234e-01,8.406330045516709149e+00
1.180009999275207520e+02,4.236261438447098904e+00,2.568822663383228999e+01,4.098743012385260287e-01,8.312872991203411388e+00
1.181009998321533203e+02,4.471174175407603535e+00,2.630722216006918046e+01,1.535970900871199030e+00,8.933743218009889020e+00
1.182009999752044678e+02,4.378580087066342941e+00,2.613896472004928029e+01,1.942822835986790730e+00,8.941309665324562062e+00
1.183009998798370361e+02,3.184987496600200529e+00,2.631457204295053032e+01,2.029216063370731682e+00,2.756128375860771751e+00
1.184010000228881836e+02,3.243212868948011973e+00,2.677694437795030069e+01,2.123451427457128560e+00,3.032243041893032842e+00
1.185009999275207520e+02,3.129278117809020099e+00,2.604542765849179631e+01,2.140726486971793019e+00,3.190822043328454871e+00
1.186009998321533203e+02,3.179470789048557844e+00,2.610646874586405630e+01,2.274505825370961798e+00,3.016160640758679179e+00
1.187009999752044678e+02,4.798989409797198569e+00,2.169947876464068770e+01,2.576894377067320718e+00,1.083391011012740002e+01
1.188009998798370361e+02,4.778694907868904274e+00,2.131520642892881412e+01,2.738437617266998192e+00,1.113494060643756356e+01
1.189010000228881836e+02,4.866638627086714131e+00,2.178402437090294796e+01,3.378327076567635423e+00,1.083001263358547561e+01
1.190009999275207520e+02,3.179439523195720430e+00,2.650188312078876152e+01,1.557864076231304074e+00,4.002848814341195549e+00
1.191009998321533203e+02,3.121144807459438120e+00,2.634636301911685052e+01,4.096888514234692025e+00,7.715676845949169582e+00
1.192009999752044678e+02,3.147255445563266196e+00,2.641963126299884124e+01,3.191715098191569400e+00,5.879012388892053131e+00
1.193009998798370361e+02,3.131536617120465937e+00,2.647476540782384191e+01,2.102557025766108367e+00,4.285032882720507530e+00
1.194010000228881836e+02,3.130964350055735146e+00,2.667126092005650051e+01,1.422980990863397910e+00,3.995463158615158328e+00
1.195009999275207520e+02,3.120710618541660875e+00,2.671705979397316355e+01,9.413087261847979947e-01,2.725830013057903400e+00
1.196009998321533203e+02,3.105747655225847392e+00,2.662838964166275701e+01,1.822037580497598563e+00,3.329931963376183912e+00
1.197009999752044678e+02,3.082377762429677315e+00,2.672951603147442157e+01,1.053439537545353133e+00,6.016706223221411243e+00
1.198009998798370361e+02,3.095027464734666722e+00,2.681515082825999841e+01,1.433905414422173008e+00,5.759822921922854277e+00
1.199010000228881836e+02,3.109612983445311674e+00,2.677969305404652189e+01,1.233390852179513164e+00,4.539824348268253651e+00
1.200009999275207520e+02,3.077316511446731795e+00,2.666867069017887459e+01,1.380553250648282049e+00,4.208525025540324371e+00
1.201009998321533203e+02,4.943076907523203722e+00,2.175954192708977075e+01,2.314719145408261181e+00,1.006313667912009890e+01
1.202009999752044678e+02,4.952428952238522086e+00,2.188074562338059792e+01,2.450188467438403794e+00,1.020545184970878871e+01
1.203009998798370361e+02,4.937720297848819051e+00,2.204860958908706436e+01,1.955453005446107895e+00,1.092056202369801632e+01
1.204010000228881836e+02,4.982941247742114221e+00,2.217249879322463713e+01,3.191114840386858109e+00,9.326556159381535593e+00
1.205009999275207520e+02,4.971869286767345741e+00,2.222897866197796901e+01,2.965630586333314778e+00,1.037186296755755066e+01
1.206009998321533203e+02,4.945569624699013289e+00,2.213979992224265203e+01,2.821394587666188780e+00,9.966823745625518427e+00
1.207009999752044678e+02,4.966278208071044808e+00,2.225973913608704535e+01,2.623593281715281833e+00,1.039748601642255288e+01
1.208009998798370361e+02,4.943853578527848569e+00,2.235962478384439223e+01,2.967696748029838627e+00,9.781997209345984601e+00
1.209010000228881836e+02,4.974368674430098558e+00,2.233818790574422763e+01,2.262343291019486280e+00,9.927990189810408594e+00
1.210009999275207520e+02,5.033359952892582534e+00,2.227412700401910683e+01,1.966718832724737576e+00,8.898778034042948093e+00
1.211009998321533203e+02,5.075569561557127685e+00,2.222346991244192083e+01,1.904444543784708621e+00,1.154484605581179579e+01
1.212009999752044678e+02,5.005705408678552182e+00,2.231106069824315696e+01,1.550951020938901026e+00,1.349405133502276044e+01
1.213009998798370361e+02,4.961734336848799387e+00,2.227254444616383822e+01,1.614855112888226918e+00,1.121022234553738883e+01
1.214010000228881836e+02,4.948602493273524416e+00,2.233947411881818468e+01,2.336081098426959102e+00,9.439991959982579672e+00
1.215009999275207520e+02,4.969847532185016625e+00,2.231830363633444847e+01,3.254325987734234538e+00,9.554637944352426970e+00
1.216009998321533203e+02,5.007878020055676060e+00,2.236391075558251984e+01,2.648178824921373575e+00,1.009085155631848174e+01
1.217009999752044678e+02,5.006408896412766651e+00,2.236471608610715478e+01,2.271270760646152631e+00,1.134304362466535210e+01
1.218009998798370361e+02,5.021470376507269684e+00,2.233696840357064772e+01,2.505494243448249669e+00,9.504662714138717661e+00
1.219010000228881836e+02,4.984146079210701963e+00,2.235130122833013999e+01,1.997322749054540880e+00,1.086342785159156143e+01
1.220009999275207520e+02,4.973875316439903216e+00,2.243750686392816718e+01,2.079180256881254962e+00,1.119939268823939393e+01
1.221009998321533203e+02,4.955891804296885361e+00,2.248114439587916635e+01,1.516284890326568435e+00,1.327923197781731268e+01
1.222009999752044678e+02,4.892618522190617547e+00,2.258193245404612526e+01,1.627261860672880589e+00,1.184418137146343675e+01
1.223009998798370361e+02,4.945099147802066497e+00,2.252779700354160752e+01,1.915783070317092385e+00,1.272799270435389118e+01
1.224010000228881836e+02,4.909386702761235455e+00,2.264692216599186381e+01,3.677630409787103538e+00,9.620551257220263608e+00
1.225009999275207520e+02,4.871950825029899512e+00,2.271622677803097545e+01,1.635576572804519735e+00,9.813145996518372272e+00
1.226009998321533203e+02,4.908601156187612169e+00,2.264971845414486395e+01,1.823066706920774882e+00,1.002265172639085833e+01
1.227009999752044678e+02,4.915183785748820533e+00,2.265469951739695276e+01,1.860800372396004043e+00,9.023521783492419956e+00
1.228009998798370361e+02,4.949634781437540987e+00,2.263968782039832561e+01,2.537131595833251207e+00,8.807890322292102780e+00
1.229010000228881836e+02,4.966275164509883489e+00,2.256215435483802523e+01,3.484676430121333990e+00,9.234071650551316068e+00
1.230009999275207520e+02,4.982940566856917997e+00,2.256320449801829398e+01,3.896607262253022341e+00,8.823790738373867626e+00
1.231009998321533203e+02,4.954760649961498231e+00,2.260986494194258611e+01,3.128180945211826547e+00,8.956291581197776352e+00
1.232009999752044678e+02,4.971200063037573003e+00,2.258772619616426525e+01,2.170778035984489485e+00,9.469489160618905998e+00
1.233009998798370361e+02,5.012865248180236932e+00,2.249652715723530960e+01,2.897549726604041975e+00,8.141271682648133279e+00
1.234010000228881836e+02,5.007804294963694502e+00,2.253967168852712177e+01,2.423390228085918086e+00,9.543179837912289187e+00
1.235009999275207520e+02,4.949582407066229095e+00,2.263688130449930114e+01,3.893942866776911593e+00,8.426585814242789851e+00
1.236009998321533203e+02,4.971399576972671319e+00,2.262288374817916647e+01,3.218709728800005276e+00,7.759853017988626256e+00
1.237009999752044678e+02,4.957016071938181057e+00,2.262669581623022097e+01,3.245366491451416646e+00,7.445654623987440601e+00
1.238009998798370361e+02,4.981693969900518049e+00,2.262818921107324144e+01,3.100227814293470718e+00,9.141953278774545666e+00
1.239010000228881836e+02,4.942292585299324692e+00,1.872309874986249056e+01,1.252486181374778962e+00,1.646457341354879489e+01
1.240009999275207520e+02,3.829837414559239761e+00,2.908827604638493014e+01,3.202093798493790722e+00,3.578806610650298481e+00
1.241009998321533203e+02,3.646567919674308822e+00,2.854864082583413065e+01,3.235387101417626532e+00,3.421223320618316244e+00
1.242009999752044678e+02,3.536275104615340226e+00,2.833498643771203618e+01,3.271140080445437359e+00,3.327151317741507963e+00
1.243009998798370361e+02,3.462038539759388467e+00,2.814082590793913141e+01,3.308955067012590234e+00,3.406004254386771013e+00
1.244010000228881836e+02,3.356511162310955587e+00,2.783587788440944522e+01,3.332177908503231034e+00,3.638523042134724772e+00
1.245009999275207520e+02,3.300995104991756968e+00,2.764017749360294474e+01,3.210225149146227253e+00,3.218773146052062550e+00
1.246009998321533203e+02,3.112076430976397745e+00,2.707748257511193657e+01,3.284261764957889351e+00,3.296781876992790572e+00
1.247009999752044678e+02,3.158336129137512494e+00,2.710273112333983292e+01,3.248863881574151069e+00,3.311191446895437096e+00
1.248009998798370361e+02,3.139454891345511367e+00,2.704585745319459278e+01,3.309721038057849007e+00,3.342099899623669046e+00
1.249010000228881836e+02,3.118340160520848503e+00,2.704203008702068800e+01,3.252596353393612194e+00,3.252923529944022452e+00
1.250009999275207520e+02,3.013611486547393081e+00,2.663601831716302115e+01,3.417285459166949479e+00,3.554903550467609641e+00
1.251009998321533203e+02,2.912774231430756533e+00,2.633671441934785662e+01,3.557422155327684798e+00,3.717522446520725055e+00
1.252009999752044678e+02,2.976517041914299444e+00,2.658579952305189664e+01,3.459650569736472558e+00,3.505929733292018291e+00
1.253009998798370361e+02,2.947199043721308254e+00,2.654852349212168150e+01,3.507861400734941348e+00,3.562413322058488152e+00
1.254010000228881836e+02,2.904603925583013613e+00,2.653728324038348418e+01,3.444851301889747308e+00,3.444853557942581634e+00
1.255009999275207520e+02,2.839676186667061231e+00,2.636044848586126932e+01,3.360881432636106503e+00,3.449583380855445469e+00
1.256009998321533203e+02,2.879071825537068641e+00,2.648307275969258257e+01,3.600421916062946703e+00,3.663995676041468030e+00
1.257009999752044678e+02,2.899072766148717673e+00,2.652500286592193746e+01,3.458423023639475513e+00,3.708740953802251994e+00
1.258009998798370361e+02,2.903128128684700826e+00,2.657440828477829697e+01,3.432268866294677867e+00,3.464359073338401984e+00
1.259010000228881836e+02,2.938334726663281771e+00,2.668262406679276211e+01,4.021818072114184517e+00,4.391868989036578519e+00
1.260009999275207520e+02,2.929917437767757704e+00,2.669967874723096912e+01,3.217001226863872798e+00,3.217949226195405021e+00
1.261009998321533203e+02,2.913173456722776944e+00,2.650481475436456691e+01,3.187020773651772831e+00,3.239035754440432680e+00
1.262009999752044678e+02,2.903793018696246175e+00,2.639596774002217572e+01,3.612877376367684690e+00,3.714387995248184193e+00
1.263009998798370361e+02,2.857425540332689362e+00,2.626063887623757154e+01,3.362642735119443671e+00,3.533205399809145497e+00
1.264010000228881836e+02,2.869534306380742805e+00,2.616733100191988370e+01,3.378955896132459280e+00,3.476961741056246780e+00
1.265009999275207520e+02,2.887118880098456852e+00,2.636849451276597023e+01,3.546181554491508514e+00,3.598463247246030505e+00
1.266009998321533203e+02,2.884504498843896592e+00,2.642622128604083898e+01,3.580994423988288045e+00,3.622732014121906374e+00
1.267009999752044678e+02,2.887840663822731635e+00,2.642762789270933510e+01,3.447197044740349270e+00,3.460695100048097661e+00
1.268009998798370361e+02,2.919633969180035482e+00,2.640588535136387449e+01,3.557169390627099581e+00,3.803112405512378391e+00
1.269010000228881836e+02,2.930563763070761940e+00,2.636058526201633967e+01,3.473049854916964385e+00,3.606817781395672995e+00
1.270009999275207520e+02,2.915207385216102676e+00,2.636242744157216578e+01,3.619937881278152858e+00,3.947660093072738352e+00
1.271009998321533203e+02,2.905809468599165779e+00,2.635672552761896625e+01,3.627009888663286663e+00,3.684091596672368851e+00
1.272009999752044678e+02,2.904817321807501962e+00,2.636630300262489968e+01,3.604489961241443829e+00,3.706775568636869522e+00
1.273009998798370361e+02,2.912538549081324923e+00,2.646744885878949205e+01,3.601520732147858173e+00,4.030917155357947479e+00
1.274010000228881836e+02,2.913280815264147172e+00,2.649269184614841421e+01,3.793436596494685009e+00,4.045369237599950374e+00
1.275009999275207520e+02,2.925788774738144582e+00,2.653164785763274480e+01,3.796324826801240615e+00,3.918794487404171356e+00
1.276009998321533203e+02,2.968789774959669003e+00,2.660801364801026025e+01,4.016378859907228538e+00,4.217724114922366319e+00
1.277009999752044678e+02,2.948411135305154751e+00,2.659804046026519941e+01,3.882980244910473555e+00,4.055709281801551214e+00
1.278009998798370361e+02,3.029961896951724576e+00,2.664948323470072822e+01,3.278287949684179026e+00,3.341899086491986637e+00
1.279010000228881836e+02,6.479187070402308457e+00,1.975144170638061780e+01,2.371382583511004505e+00,7.808631740847918223e+00
1.280009999275207520e+02,6.751713231644289159e+00,2.050535470119464065e+01,3.334401544825096764e+00,8.173771187627524526e+00
1.281009998321533203e+02,6.393677715240510651e+00,1.957778767820753529e+01,2.637474728428600645e+00,8.448678870309374034e+00
1.282009999752044678e+02,6.546227261402099096e+00,2.012198442200073956e+01,3.908846289667825769e+00,9.084497297540476524e+00
1.283009998798370361e+02,6.494499703851522199e+00,1.999486773927782934e+01,3.651217925381526008e+00,8.975220417728857925e+00
1.284010000228881836e+02,6.398624899197379534e+00,1.987961405047267860e+01,3.338476959572786562e+00,8.854421444339424241e+00
1.285009999275207520e+02,4.801553022683370919e+00,2.281232381403350828e+01,1.844132790169534797e+00,9.430682896648562519e+00
1.286009998321533203e+02,4.805118813065538674e+00,2.268735515519911061e+01,2.566304296421599851e+00,9.496593675425099690e+00
1.287009999752044678e+02,4.774605756770895049e+00,2.268765141295537546e+01,2.456223242092081982e+00,9.123562183756678934e+00
1.288009998798370361e+02,4.842567923106694927e+00,2.263557277625100284e+01,2.904625104948030057e+00,8.353075970717265264e+00
1.289010000228881836e+02,4.849946870959381151e+00,2.256937019393742361e+01,2.155524450848329110e+00,9.392419209467924190e+00
1.290009999275207520e+02,4.879108096574153564e+00,2.252666159615318264e+01,7.578439027467572808e-01,1.107065046575742961e+01
1.291009998321533203e+02,4.875197805270226503e+00,2.258224897206675763e+01,2.509956195032702286e+00,8.787948384530844592e+00
1.292009999752044678e+02,4.902065830410102798e+00,2.248640582539320576e+01,2.551330907695701367e+00,8.756432977072574175e+00
1.293009998798370361e+02,4.945911813100864585e+00,2.244437797825588277e+01,2.140170650148947917e+00,9.218928535056353013e+00
1.294010000228881836e+02,4.928803381120620664e+00,2.249771640108613369e+01,2.878851865486158346e+00,9.354960818916934429e+00
1.295009999275207520e+02,4.891858542719327296e+00,2.248406067908115702e+01,1.996489923055632110e+00,1.018410169097696638e+01
1.296009998321533203e+02,4.927555057618244305e+00,2.251401779343193610e+01,2.685933214799868907e+00,9.573501015947599058e+00
1.297009999752044678e+02,4.988191931842693272e+00,2.242632813236187417e+01,2.211016413041767770e+00,9.963160287244127389e+00
1.298009998798370361e+02,5.039648009986888333e+00,2.229037283106657341e+01,1.573209555692738348e+00,1.205853252883550297e+01
1.299010000228881836e+02,4.844128721919796376e+00,2.319190610966282051e+01,1.522163482965731118e+00,9.937536386022026491e+00
1.300009999275207520e+02,4.994186847604728641e+00,2.261570795395795841e+01,1.868658377565176609e+00,1.084899019957699728e+01
1.301009998321533203e+02,5.178678767483452461e+00,1.666331623985846733e+01,5.710390563960645594e+00,1.585262505024415880e+01
1.302009999752044678e+02,5.374503142533906264e+00,1.687552997412939249e+01,5.823368555432611338e+00,1.498180653513029448e+01
1.303009998798370361e+02,5.289771064877210272e+00,1.713711925375839940e+01,6.638436268519612327e+00,1.498620660196191245e+01
1.304010000228881836e+02,1.682607975605202810e+00,2.016529749537317784e+01,4.665247912506543138e+00,1.643805158105379505e+01
1.305009999275207520e+02,1.713763529412042574e+00,2.061679680111049251e+01,4.754240334977528626e+00,1.568560841137049344e+01
1.306009998321533203e+02,1.589358992452499120e+00,2.089350597403625898e+01,5.515636440278170127e+00,1.929623967570721987e+01
1.307009999752044678e+02,5.604565759427000415e+00,1.656868716434372857e+01,6.570500808360411504e+00,1.329089804620166504e+01
1.308009998798370361e+02,5.337752598407609739e+00,1.602724183871539765e+01,6.829473932182914098e+00,1.417721545974928965e+01
1.309010000228881836e+02,4.766135930035016344e+00,1.474749950515055907e+01,6.112810792671844240e+00,1.439405672692410754e+01
1.310009999275207520e+02,4.534965672620514532e+00,1.366640795449889900e+01,5.235834851988260930e+00,1.407214506138675780e+01
1.311009998321533203e+02,6.490086624561116402e+00,2.715110744756548300e+01,3.664939071188149988e+00,3.680040911528899894e+00
1.312009999752044678e+02,6.560349190841856526e+00,2.793969423101583160e+01,3.680449841172981351e+00,3.688608333585507104e+00
1.313009998798370361e+02,4.849147300733743116e+00,2.111117537380717835e+01,2.459279270589242117e+00,1.289747488340171344e+01
1.314010000228881836e+02,3.589229137215346199e+00,2.153495511772778315e+01,1.142100505270051025e+00,1.155111534875261547e+01
1.315009999275207520e+02,4.942803177161959383e+00,2.375807191440289046e+01,2.995100305086627834e+00,8.274130045408977452e+00
1.316009998321533203e+02,4.774671062136793154e+00,2.201998279514881673e+01,2.620628843085877513e+00,9.532857234276036706e+00
1.317009999752044678e+02,6.179498714314031638e+00,1.958384112773342167e+01,6.274929911647090464e+00,1.412068287372348863e+01
1.318009998798370361e+02,6.741212640484453011e+00,1.806650453152137104e+01,7.873031287876928630e+00,1.437157968395394292e+01
1.319010000228881836e+02,7.958514385330854424e+00,1.772187582374392534e+01,9.021581790272854562e+00,1.491506814712630025e+01
1.320009999275207520e+02,7.638821437081506183e+00,1.895777007722562502e+01,6.745455626947064687e+00,1.616991404656042519e+01
1.321009998321533203e+02,5.758345316549357662e+00,3.037684522332313719e+01,4.274856117796392851e+00,4.890742775323448477e+00
1.322009999752044678e+02,5.489524481467753958e+00,2.940244237962885876e+01,4.461103867005677515e+00,4.744147385593731947e+00
1.323009998798370361e+02,5.624644390264127658e+00,3.048838174748172847e+01,4.377403765860494289e+00,4.392224253459480643e+00
1.324010000228881836e+02,5.280161769807739880e+00,3.026079371304108534e+01,5.353348045980401260e+00,5.455391181376251453e+00
1.325009999275207520e+02,4.577408383179347950e+00,2.589296090171175280e+01,4.066759877329050532e+00,9.499139713699419119e+00
1.326009998321533203e+02,5.460696292965048215e+00,2.395814338409375566e+01,5.539906088561892261e+00,1.381275386774826153e+01
1.327009999752044678e+02,5.426504807100447358e+00,2.412043551935049734e+01,5.655391442806636526e+00,1.272850467087070392e+01
1.328009998798370361e+02,5.487397215738504030e+00,2.436076535357565120e+01,5.252888601605424590e+00,1.205912082842461075e+01
1.329010000228881836e+02,5.770252391461395902e+00,2.294009462641096064e+01,5.536362888735246734e+00,1.316159367263606228e+01
1.330009999275207520e+02,5.264445919007652464e+00,2.531324743165736280e+01,5.758397932575455513e+00,1.261959271063338583e+01
1.331009998321533203e+02,5.239674614369429939e+00,2.420562099313629290e+01,5.593627965109189581e+00,1.192614912675240824e+01
1.332009999752044678e+02,3.546044034040426673e+00,2.294338338375429487e+01,2.015824930770246048e+00,9.177050107791137279e+00
1.333009998798370361e+02,3.007121280622379267e+00,2.469334228984514823e+01,2.811160162395019757e+00,7.030299655050330720e+00
1.334010000228881836e+02,3.877764601637218700e+00,2.258999741401200012e+01,2.793961863675812562e+00,8.952461233875643742e+00
1.335009999275207520e+02,2.808326894291433451e+00,2.336807250394599222e+01,2.242790873133213569e+00,7.563015513846460536e+00
1.336009998321533203e+02,5.910774017978120298e+00,2.309345724483970486e+01,4.996983289910851944e+00,7.378006662157742923e+00
1.337009999752044678e+02,5.920950673394901997e+00,2.344472764400365250e+01,5.347633427516250038e+00,7.271710284141350122e+00
1.338009998798370361e+02,6.098273346936921691e+00,2.419325912614325347e+01,5.459395258442405918e+00,7.770622378134629749e+00
1.339010000228881836e+02,6.096585694201333894e+00,2.514114988232469727e+01,5.363955392796072807e+00,6.066627868033632076e+00
1.340009999275207520e+02,4.452870893992545653e+00,2.950095911479806077e+01,2.114956352980812859e+00,2.596258377920322769e+00
1.341009998321533203e+02,4.497499352233201186e+00,3.093730245152050529e+01,2.397098361460692217e+00,2.429078388352080786e+00
1.342009999752044678e+02,4.191310451916320012e+00,2.940905883358366069e+01,3.534337208136447472e+00,3.925046367750239629e+00
1.343009998798370361e+02,4.410146706208954548e+00,2.916838154724788623e+01,2.850855268762616301e+00,2.864468337830034184e+00
1.344010000228881836e+02,5.257726606899145949e+00,3.807111865757553915e+01,7.200511157794315942e+00,7.837054383349181919e+00
1.345009999275207520e+02,5.549178591651602765e+00,3.766725611008963170e+01,6.184131864073431295e+00,8.174320296503182703e+00
1.346009998321533203e+02,7.005902593808029266e+00,3.829274461643805694e+01,8.141100377990424519e+00,9.584812661994753569e+00
1.347009999752044678e+02,7.158196452071982741e+00,3.879193393633674702e+01,8.704555868671548069e+00,9.344437042114339675e+00
1.348009998798370361e+02,7.423575475388618727e+00,3.684958588989464090e+01,8.486391931093663743e+00,9.128746430306055260e+00
1.349010000228881836e+02,8.258309602834426499e+00,3.818315070300560876e+01,9.793817866277899853e+00,1.035011092925950926e+01
1.350009999275207520e+02,7.629941515495274551e+00,3.882917958194408925e+01,9.817230924545400583e+00,1.007796962968905063e+01
1.351009998321533203e+02,7.089566172318231274e+00,3.776647332172562699e+01,9.178869179299249836e+00,9.190599897376774408e+00
1.352009999752044678e+02,7.191791091698333638e+00,4.052955832398474456e+01,9.969292330720062267e+00,1.038233192883947353e+01
1.353009998798370361e+02,6.531490513514269125e+00,3.867038657835163207e+01,7.908129992539944197e+00,8.774731801248574214e+00
1.354010000228881836e+02,4.356560980616116296e+00,2.870599535072214437e+01,2.895003433845247720e+00,3.024850468502233269e+00
1.355009999275207520e+02,4.883439889578558457e+00,2.876086191245810397e+01,2.967943359214063825e+00,3.778638248499245567e+00
1.356009998321533203e+02,4.079982003324861495e+00,2.785963242622187863e+01,4.776489465864237616e+00,8.829190249198511253e+00
1.357009999752044678e+02,4.479771954757138630e+00,2.690267768302661011e+01,3.001297179267203408e+00,7.345699342711789370e+00
1.358009998798370361e+02,4.658616639765650547e+00,2.611798382175413025e+01,4.487246411414984593e+00,1.133589444668069390e+01
1.359010000228881836e+02,4.689062294301359124e+00,2.677082031756265934e+01,4.573918101272613335e+00,1.179270451772124950e+01
1.360009999275207520e+02,4.914734646138609442e+00,2.601005712494790245e+01,4.470778790596674490e+00,1.017485191108380782e+01
1.361009998321533203e+02,4.503270592271007899e+00,2.555642744208205386e+01,4.482338228125350099e+00,1.301894274303448285e+01
