time_s,gt_E,gt_N,gt_U,gnss_E,gnss_N,gnss_U,nonpinn_E,nonpinn_N,nonpinn_U
1.795009999275207520e+02,3.320813656642379783e+02,8.255155720468391110e+02,1.643654715813681833e+00,3.364508051785765019e+02,8.219639064747610746e+02,2.769929681870894456e+01,3.321911897572813359e+02,8.223157865483084379e+02,-5.409552706742715600e+00
1.796009998321533203e+02,3.329875515014959433e+02,8.262021524863264403e+02,1.641518123184368960e+00,3.303825806901973579e+02,8.317358057698589846e+02,2.016101300054981493e+01,3.281427325532955024e+02,8.299850285252911135e+02,-7.368368274627187020e+00
1.797009999752044678e+02,3.338937374129988029e+02,8.268887333682347389e+02,1.642381328886642677e+00,3.312232728650814124e+02,8.325426851486779469e+02,2.037608119418359820e+01,3.288143957307582923e+02,8.308984668230630177e+02,-7.957844231822718939e+00
1.798009998798370361e+02,3.347999238512526290e+02,8.275642416501010530e+02,1.650245776793553887e+00,3.320395250046379942e+02,8.334208994400137271e+02,2.093079457886597083e+01,3.296241709911950011e+02,8.318665717136495914e+02,-7.624210077448879019e+00
1.799010000228881836e+02,3.357164077878038597e+02,8.282397498173684198e+02,1.655109481143824723e+00,3.329383381258107875e+02,8.341701354432741482e+02,2.099671018016704238e+01,3.304390273939229701e+02,8.326713144231478054e+02,-7.595318914529002541e+00
1.800009999275207520e+02,3.366122962554932201e+02,8.289263319473348020e+02,1.665972622117465107e+00,3.337627249995978218e+02,8.350318701357754207e+02,2.143069035389623878e+01,3.310504568855078560e+02,8.341227657289417721e+02,-8.118186944935700922e+00
1.801009998321533203e+02,3.375184827270885535e+02,8.296018410467158901e+02,1.678836463883328634e+00,3.345214710592215965e+02,8.361579417658281272e+02,2.228529189886745598e+01,3.318338165639823387e+02,8.352330464792680687e+02,-7.433617364743383860e+00
1.802009999752044678e+02,3.384349664537767239e+02,8.302884236039681127e+02,1.688698114183182497e+00,3.353900976250071153e+02,8.369841178719763093e+02,2.253434909589981316e+01,3.328688025543589220e+02,8.354694244925741486e+02,-5.983650195520169746e+00
1.803009998798370361e+02,3.393411522651815631e+02,8.309750057312960507e+02,1.696560102769240075e+00,3.361525364934408344e+02,8.380716281590707695e+02,2.334336146867428852e+01,3.337181931554281391e+02,8.365070865807779228e+02,-5.272257207272900814e+00
1.804010000228881836e+02,3.402473379745773627e+02,8.316505136885256206e+02,1.699423342433135531e+00,3.370982141586654279e+02,8.385909444923992169e+02,2.306970473137732824e+01,3.346321556660049055e+02,8.370424741144771588e+02,-5.414762298194204959e+00
1.805009999275207520e+02,3.411535234144961919e+02,8.323370954025937181e+02,1.703284925606283196e+00,3.379463307705968873e+02,8.396078802250110584e+02,2.360370565817424904e+01,3.353760931340307252e+02,8.382093604706012684e+02,-4.997095690511969224e+00
1.806009998321533203e+02,3.420494112382958747e+02,8.330126032409659729e+02,1.706148315701000229e+00,3.389555994555075813e+02,8.399954465465684734e+02,2.300418098409977574e+01,3.362106050535758186e+02,8.388703082637925945e+02,-6.041226750711530258e+00
1.807009999752044678e+02,3.429555968741940433e+02,8.336881117553240301e+02,1.712010950423916711e+00,3.398508250482075255e+02,8.406737880312398374e+02,2.302041541643330902e+01,3.370475702054493468e+02,8.395976194940999449e+02,-6.287066990063692629e+00
1.808009998798370361e+02,3.438720801089371548e+02,8.343636204218087187e+02,1.716872831110549669e+00,3.407991132380829526e+02,8.412945958620426836e+02,2.284174967097709441e+01,3.380027649047241880e+02,8.402136332041142168e+02,-6.409511131172678233e+00
1.809010000228881836e+02,3.447885631784076850e+02,8.350502031071772535e+02,1.724733051300972875e+00,3.417353438623640045e+02,8.419969205932757177e+02,2.291388934508171360e+01,3.388157984503004059e+02,8.409158569650790014e+02,-6.689921203700635033e+00
1.810009999275207520e+02,3.457050460383097743e+02,8.357257113580039913e+02,1.725594525061183049e+00,3.425708397889940784e+02,8.427605433380939530e+02,2.304340432663769889e+01,3.396271018052904651e+02,8.418736560261585282e+02,-6.945239975253628018e+00
1.811009998321533203e+02,3.466112312237539186e+02,8.364122939262741738e+02,1.733454893856844592e+00,3.433826542044114376e+02,8.437488470810138779e+02,2.369082583275564957e+01,3.405073075437974239e+02,8.429034586685382919e+02,-6.354145394890224452e+00
1.812009999752044678e+02,3.475174160665922045e+02,8.370767275643053154e+02,1.727317979436406858e+00,3.442854673309920486e+02,8.443855089420535478e+02,2.364074063670693704e+01,3.411816164894698318e+02,8.435961605185725602e+02,-6.281309422134768283e+00
1.813009998798370361e+02,3.484133033735176923e+02,8.377411616822615770e+02,1.726181431487589180e+00,3.452746423938596081e+02,8.448451620995004987e+02,2.315397337409211787e+01,3.419222811916196179e+02,8.443664909659822797e+02,-7.574903335845931451e+00
1.814010000228881836e+02,3.493297861362847243e+02,8.384166706793851063e+02,1.731042097190425011e+00,3.452912908123500983e+02,8.411307774893411988e+02,2.799875283267545001e+01,3.429575245903499763e+02,8.394060438982614869e+02,-5.706269142384599036e-01
1.815009999275207520e+02,3.502462692821520704e+02,8.391032550204951121e+02,1.748901095159851593e+00,3.460751925396680235e+02,8.418253204722205965e+02,2.810168152798217989e+01,3.443659233736752867e+02,8.391963131327430574e+02,1.410267410169069535e+00
1.816009998321533203e+02,3.511524540231666833e+02,8.397898377300813308e+02,1.755760456132179570e+00,3.480378071018470223e+02,8.468568265155099652e+02,2.331240511403160554e+01,3.454029773422492440e+02,8.459536865666650556e+02,-5.970943774127192682e+00
1.817009999752044678e+02,3.520689368817962190e+02,8.404653476895005042e+02,1.766620508408493606e+00,3.489064352080398521e+02,8.476764649188125986e+02,2.357865833122787080e+01,3.464025594756179771e+02,8.466708549296463389e+02,-5.060575466560749192e+00
1.818009998798370361e+02,3.529751217196399011e+02,8.411408569420226513e+02,1.773480928219214547e+00,3.497876817696504190e+02,8.484021267035583378e+02,2.363131413374918566e+01,3.471365344040803507e+02,8.472031818965057255e+02,-5.471704085833550835e+00
1.819010000228881836e+02,3.538916043132841196e+02,8.418163667495709888e+02,1.782340576339436211e+00,3.507257102228192025e+02,8.489507662875972756e+02,2.324912918487018487e+01,3.481824730134991341e+02,8.474460743291698464e+02,-5.492613217444954898e+00
1.820009999275207520e+02,3.548080861323987278e+02,8.425029491209062371e+02,1.783198551140969812e+00,3.517045381899172298e+02,8.493916504729620556e+02,2.281771737849294368e+01,3.491281734342867367e+02,8.479275552380911449e+02,-6.218907298986323440e+00
1.821009998321533203e+02,3.557245686277461232e+02,8.431784591743195278e+02,1.793057789990257334e+00,3.526885898983572929e+02,8.499215400245309411e+02,2.282875701488808318e+01,3.502449975884055107e+02,8.483189671065927087e+02,-5.943539324385369582e+00
1.822009999752044678e+02,3.566616472184623490e+02,8.438539714866659551e+02,1.815915678027181457e+00,3.535144974518791514e+02,8.507225834357325311e+02,2.255896744966378265e+01,3.511265968609825450e+02,8.491897360312525507e+02,-6.716716921926831674e+00
1.823009998798370361e+02,3.575781290784220801e+02,8.445405546926469924e+02,1.821773031992222514e+00,3.544316187606557378e+02,8.515282334601921548e+02,2.312628521906441392e+01,3.522357974754079351e+02,8.495317858970207681e+02,-4.988185143598855120e+00
1.824010000228881836e+02,3.585152070921963059e+02,8.452271402963173159e+02,1.841629027815031350e+00,3.553437912694917600e+02,8.522311760081299781e+02,2.309015344547407267e+01,3.531262984506593625e+02,8.503408197058686255e+02,-5.266249130495623376e+00
1.825009999275207520e+02,3.594522848582016081e+02,8.459137255608786745e+02,1.858484808127627730e+00,3.561873759241390189e+02,8.531196258553447933e+02,2.322953162420327544e+01,3.541171194525051078e+02,8.512020922192516537e+02,-5.421720377320696116e+00
1.826009998321533203e+02,3.603893619572289708e+02,8.465892353162184918e+02,1.860341853897296005e+00,3.569864944203386585e+02,8.493237714707921668e+02,2.769879697211536040e+01,3.553606882079134266e+02,8.465980513036321327e+02,-1.122418796226156701e-01
1.827009999752044678e+02,3.613470343613604427e+02,8.472647454763709902e+02,1.861197525930776919e+00,3.578690794133408417e+02,8.500815422714200622e+02,2.813532894758418479e+01,3.561961061381562104e+02,8.474477534473386413e+02,7.016676572993674199e-02
1.828009998798370361e+02,3.623047063408831718e+02,8.479402548937068786e+02,1.856052981281322900e+00,3.591089687402506456e+02,8.506831647743784970e+02,2.939559644563740903e+01,3.571181081588526354e+02,8.484450630535685605e+02,5.681337724501531738e-01
1.829010000228881836e+02,3.632726758675916017e+02,8.486268385813849591e+02,1.853906154524963767e+00,3.604793794142086654e+02,8.512224640949974628e+02,2.956082781352176880e+01,3.588594870554287581e+02,8.483124477967033954e+02,1.838133893386270756e+00
1.830009999275207520e+02,3.642406463082376149e+02,8.493023505016773242e+02,1.864760586846273327e+00,3.664384260046278996e+02,8.506348244387468185e+02,3.225476713582912680e+01,3.632446606027876896e+02,8.493646278817018356e+02,-9.417560537155509337e-01
1.831009998321533203e+02,3.652292114212024785e+02,8.499778613621825798e+02,1.863613623889307291e+00,3.660261542776532906e+02,8.527800098471332149e+02,2.744569521859529004e+01,3.633526937941022652e+02,8.517081187777209834e+02,-2.893700900522446773e+00
1.832009999752044678e+02,3.662177769644918044e+02,8.506533734931243771e+02,1.871466434820945324e+00,3.655981747197423601e+02,8.552570804978403203e+02,2.337483298944493981e+01,3.632865120457921648e+02,8.535132430220636479e+02,-5.336645363101752082e+00
1.833009998798370361e+02,3.672166399942916541e+02,8.513399597719194389e+02,1.881316941258035058e+00,3.664921257999695854e+02,8.560590288570225539e+02,2.004507132779519907e+01,3.647103945520676689e+02,8.534865443637669387e+02,-7.596599852929898589e+00
1.834010000228881836e+02,3.682258008624650074e+02,8.520154726561911502e+02,1.890168110665001677e+00,3.662557307421297992e+02,8.588815927186028603e+02,2.941488255262066787e+01,3.652151825367541278e+02,8.551592790761010292e+02,3.524251115319032124e+00
1.835009999275207520e+02,3.692452595942979769e+02,8.526909863938893750e+02,1.903018451560399171e+00,3.648263153737782432e+02,8.631276526953919301e+02,2.827011608119755692e+01,3.640114290422200156e+02,8.590959349181397329e+02,2.511118402440843056e+00
1.836009998321533203e+02,3.702647177770088547e+02,8.533664991246988620e+02,1.907868560243059619e+00,3.665860133500099778e+02,8.625817182179172278e+02,2.831926788067374900e+01,3.656383554072380662e+02,8.586013653393466711e+02,2.478118073697430646e+00
1.837009999752044678e+02,3.702647177770088547e+02,8.533664991246988620e+02,1.907868560243059619e+00,3.691689449011278157e+02,8.611558239052178578e+02,2.938966515906838595e+01,3.680908541141939168e+02,8.574366354534508901e+02,2.726707490763942587e+00
1.838009998798370361e+02,3.723345267053333600e+02,8.547285989719150621e+02,1.916564776148561577e+00,3.714207011288041258e+02,8.604631497346043716e+02,3.066795023044107893e+01,3.704196241920823240e+02,8.564496814690709243e+02,4.203607874712929515e+00
1.839010000228881836e+02,3.733745797313776507e+02,8.554151858416878440e+02,1.920411473701278737e+00,3.719159944254145103e+02,8.615883801905695236e+02,2.962605374078742670e+01,3.711520939666017966e+02,8.571599091021600998e+02,3.257193019199291939e+00
1.840009999275207520e+02,3.744249307311766870e+02,8.561017738422699495e+02,1.930257324727620016e+00,3.740008749684371878e+02,8.542791478551481532e+02,2.000763718797975343e+01,3.724815003594436575e+02,8.513056230462644862e+02,-7.428154066063825667e+00
1.841009998321533203e+02,3.754855789793923577e+02,8.567772871097138250e+02,1.929103821297246668e+00,3.749685657644746470e+02,8.545917143519494630e+02,2.181824433984098732e+01,3.734251390123841929e+02,8.516123292143914796e+02,-5.458818672282120588e+00
1.842009999752044678e+02,3.765462273032732128e+02,8.574749492114019631e+02,1.939947071028427672e+00,3.768162113990075568e+02,8.543684232841924313e+02,2.010241609516509698e+01,3.754077830876595954e+02,8.509137137543157223e+02,-6.434975090595401070e+00
1.843009998798370361e+02,3.776171733428295738e+02,8.581615376659602816e+02,1.947790955032644433e+00,3.774561646565085766e+02,8.543974397149282822e+02,2.452714077659851455e+01,3.759358006104117749e+02,8.511855752434927354e+02,-2.438757260358272561e+00
1.844010000228881836e+02,3.786778210677060770e+02,8.588591989709809695e+02,1.951633702415904281e+00,3.792259690009688029e+02,8.542390016322019619e+02,2.334555463262415742e+01,3.781873034679030070e+02,8.502638541464689297e+02,-2.923582749883166798e+00
1.845009999275207520e+02,3.797590646607628742e+02,8.595568620740842789e+02,1.964474969332627552e+00,3.809796980567241462e+02,8.536552739760651320e+02,2.357525039258712241e+01,3.795398186393047126e+02,8.502753129622711867e+02,-3.495773786871495759e+00
1.846009998321533203e+02,3.808403077427047947e+02,8.602545243082159914e+02,1.970315974285711036e+00,3.823267688182785378e+02,8.533689682336920441e+02,2.477589434241207300e+01,3.807162032751037941e+02,8.502736899706000031e+02,-3.677101196299474850e+00
1.847009999752044678e+02,3.819318481087066175e+02,8.609632603072287793e+02,1.975154601209226257e+00,3.830262651221756300e+02,8.543289732188552534e+02,2.574099576191247252e+01,3.815335000531677565e+02,8.510038530082076704e+02,-3.098303142029635637e+00
1.848009998798370361e+02,3.830130911186663525e+02,8.616609229679820601e+02,1.982995086351081682e+00,3.849175001756275378e+02,8.526861377841207741e+02,2.830207211984492233e+01,3.833510066644275867e+02,8.494601722842428444e+02,-2.152082490788927771e+00
1.849010000228881836e+02,3.840943346095490938e+02,8.623475128146316138e+02,1.995836816137511960e+00,3.864954934197386933e+02,8.517475936685395936e+02,3.032328170507895493e+01,3.846095870810469819e+02,8.489621887479615907e+02,-9.694936874533937043e-01
1.850009999275207520e+02,3.851858747792130089e+02,8.630451750720169457e+02,1.997676157607315872e+00,3.876440691301412471e+02,8.520411737850261034e+02,3.105669981469759477e+01,3.855393802473134883e+02,8.492539180210185350e+02,-1.176826891997961866e+00
1.851009998321533203e+02,3.862877130821070750e+02,8.637317646382086878e+02,2.003516121774509884e+00,3.855565590435327863e+02,8.685957779216695371e+02,1.903347695924526306e+01,3.850340901190103864e+02,8.639593080806661192e+02,-6.463779081327857057e+00
1.852009999752044678e+02,3.873792536642476989e+02,8.644294284141144544e+02,2.015354937424376658e+00,3.868352710961888761e+02,8.689502018405964918e+02,1.859999122196188637e+01,3.865193108975480527e+02,8.640120852901509352e+02,-6.551695446434109726e+00
1.853009998798370361e+02,3.884810923586724130e+02,8.651049452519275746e+02,2.026195883044465518e+00,3.878935201885602737e+02,8.698111817403392934e+02,1.856577875947908751e+01,3.876697832169435287e+02,8.646501876874523305e+02,-6.292380305767494519e+00
1.854010000228881836e+02,3.895932286683016628e+02,8.657804624302128786e+02,2.037035935876531312e+00,3.890053545596505273e+02,8.704789084279584586e+02,1.851289163066212495e+01,3.882806138160134424e+02,8.662594388806867300e+02,-7.652308125960189500e+00
1.855009999275207520e+02,3.907053643336111008e+02,8.664559784616244542e+02,2.038875728901132334e+00,3.900322657512117530e+02,8.714139660892391248e+02,1.824458181445567106e+01,3.894216474579263831e+02,8.668097447452449842e+02,-7.852835540128069169e+00
1.856009998321533203e+02,3.918175000875927481e+02,8.671314949843830391e+02,2.043715249144099744e+00,3.967253383133822808e+02,8.647158664134242372e+02,2.907689667442923565e+01,3.940652605030948052e+02,8.632070302632548646e+02,-6.975913574349306145e-01
1.857009999752044678e+02,3.929296354372556266e+02,8.678070109036890472e+02,2.043554507211752025e+00,3.984932663509667918e+02,8.647603190271113363e+02,2.824171130181923672e+01,3.965462521383584544e+02,8.629282201854441610e+02,-6.978505569539947828e-01
1.858009998798370361e+02,3.940520693600369668e+02,8.684714551031385099e+02,2.054394378135725674e+00,4.001135043667088667e+02,8.652233136212964837e+02,2.747272509059035883e+01,3.976823358104954877e+02,8.639727547681470696e+02,-1.327981593999027154e+00
1.859010000228881836e+02,3.951745022870319417e+02,8.691469715854431115e+02,2.055232465411620524e+00,3.999704559312297079e+02,8.661985963474805885e+02,2.940832905530152175e+01,3.974186745152903768e+02,8.649291834723051124e+02,3.233504096340880096e-01
1.860009999275207520e+02,3.962969356491115605e+02,8.698114151285499247e+02,2.060071802059155743e+00,4.018307936691496138e+02,8.667214720119511639e+02,2.755326466673272989e+01,3.992817087673399215e+02,8.649893559087788617e+02,-1.998167108360348720e+00
1.861009998321533203e+02,3.974193689783793957e+02,8.704758588906796604e+02,2.065910871656342351e+00,4.031006647098059830e+02,8.671093020501831461e+02,2.724579859786877023e+01,4.005221787440772232e+02,8.651228895250061441e+02,-2.106650163594395053e+00
1.862009999752044678e+02,3.985520999807367843e+02,8.711403031393404035e+02,2.072749029516387509e+00,4.026961305175365169e+02,8.681460948093463230e+02,2.949278895764439312e+01,4.002087464366496761e+02,8.663415463073779392e+02,-2.588765153399208430e-01
1.863009998798370361e+02,3.996745327115315831e+02,8.718158203638558916e+02,2.076586040412792045e+00,4.041801432534955438e+02,8.690667786820332594e+02,2.893108454350249303e+01,4.017807191774152216e+02,8.671732137425343581e+02,-4.043365567563341756e-01
1.864010000228881836e+02,4.008072633363921682e+02,8.724802643669866029e+02,2.080423660145584108e+00,4.054586803284453254e+02,8.695554820787818926e+02,2.871715683043896661e+01,4.030315341320799689e+02,8.678243698370368975e+02,-1.139699754109983587e+00
1.865009999275207520e+02,4.019502913160113735e+02,8.731447081728020976e+02,2.080260358657483266e+00,4.069488924864029968e+02,8.702261701829655749e+02,2.809130740803004755e+01,4.043489362123704041e+02,8.688376230008824450e+02,-2.350978129689679008e+00
1.866009998321533203e+02,4.030933197394627996e+02,8.737980790437843552e+02,2.084098308171689951e+00,4.084243351124055152e+02,8.710000624160345524e+02,2.707750291071420179e+01,4.060161138675935035e+02,8.694357841710623234e+02,-3.624458368201203484e+00
1.867009999752044678e+02,4.042260496326672978e+02,8.744625223361745157e+02,2.080935110513905784e+00,4.089171674519012640e+02,8.717717648778535704e+02,2.826861218785171559e+01,4.065339532165954779e+02,8.704753869805909972e+02,-4.538743216048430895e+00
1.868009998798370361e+02,4.053690770047492720e+02,8.751269657049289208e+02,2.075770989950513012e+00,4.106450214041230993e+02,8.721864752672283885e+02,2.757459891305194333e+01,4.076388675821779088e+02,8.713875027201740977e+02,-5.227906341693540071e+00
1.869010000228881836e+02,4.065121049756078833e+02,8.757914106768471356e+02,2.081606593592255194e+00,4.118259311591705227e+02,8.727773304959509915e+02,2.748059557140521747e+01,4.090747390662750149e+02,8.717402964612219876e+02,-4.019963758581354796e+00
1.870009999275207520e+02,4.076654311000596635e+02,8.764447829872933653e+02,2.091442797897570927e+00,4.131631875641751321e+02,8.775909736957848963e+02,2.559808030136917978e+01,4.092827218182492288e+02,8.772430007961095271e+02,-8.376226282035361237e+00
1.871009998321533203e+02,4.088084586234144240e+02,8.771092275785547372e+02,2.093277853369215791e+00,4.140293881787946475e+02,8.785137097940789772e+02,2.584211872975248525e+01,4.093703138723066104e+02,8.785699211464273048e+02,-9.193511019545610452e+00
1.872009999752044678e+02,4.099617833021322326e+02,8.777736715596925023e+02,2.088111970636930437e+00,4.157474188631063043e+02,8.751674174381018929e+02,2.628007800505815794e+01,4.128450248067861139e+02,8.740716767621756844e+02,-5.154669214027535418e+00
1.873009998798370361e+02,4.111254058105105287e+02,8.784270421907763193e+02,2.081946683245917029e+00,4.144303837226527776e+02,8.810161899078507304e+02,2.246359882483920956e+01,4.100222783492702092e+02,8.818339159834999919e+02,-1.117069139351406193e+01
1.874010000228881836e+02,4.122787305460547032e+02,8.790914868960479680e+02,2.080780248048256453e+00,4.143216567290864987e+02,8.816426720277861477e+02,2.013795829042834384e+01,4.109914560569368405e+02,8.813327588991717221e+02,-1.039612102284985440e+01
1.875009999275207520e+02,4.134423527239066516e+02,8.797448574223334390e+02,2.072614399396854878e+00,4.107929848162447115e+02,8.783560406917389400e+02,8.936198754666520472e+00,4.085461314646516939e+02,8.762491256946381100e+02,-1.973245279634170402e+01
1.876009998321533203e+02,4.146162732447098733e+02,8.804093041011634568e+02,2.080446067415834932e+00,4.117861533391193234e+02,8.788669951530823710e+02,7.762209387678694839e+00,4.092846691834644162e+02,8.771839110227952006e+02,-2.205948051605741966e+01
1.877009999752044678e+02,4.157798952878109162e+02,8.810626749410487264e+02,2.073279658467697573e+00,4.131195177907521270e+02,8.793551502587662299e+02,7.780393086541664616e+00,4.108377899999196075e+02,8.775940180184708197e+02,-2.294886819256447552e+01
1.878009998798370361e+02,4.169538150600022277e+02,8.817160464227465582e+02,2.068112295216053553e+00,4.149177863402314301e+02,8.802582150542981481e+02,1.045600537812924813e+01,4.121126863760895844e+02,8.790495736444241857e+02,-2.295908279859804679e+01
1.879010000228881836e+02,4.181277346632767831e+02,8.823694178530590762e+02,2.061944648872440666e+00,4.161894598610020921e+02,8.809105684484080712e+02,1.053545769008559319e+01,4.138514142639256761e+02,8.791479903186396996e+02,-2.339666549411850838e+01
1.880009999275207520e+02,4.193119517980807700e+02,8.830227895113135901e+02,2.054776046050278637e+00,4.170593537793072301e+02,8.813852651928766591e+02,8.869915738271686223e+00,4.142807204232128697e+02,8.800665582035883290e+02,-2.350921033365824542e+01
1.881009998321533203e+02,4.204961687662147369e+02,8.836761611209503826e+02,2.046607154638365955e+00,4.179890576556599626e+02,8.820414200338159390e+02,8.042802638608407051e+00,4.150898731902516374e+02,8.805946211131845303e+02,-2.282705216924529168e+01
1.882009999752044678e+02,4.216906831958281714e+02,8.843295328203538475e+02,2.036437294324684899e+00,4.188739723284867296e+02,8.826056237371449242e+02,6.861324456545389694e+00,4.162946135123398790e+02,8.809400737436299096e+02,-2.338724395909639497e+01
1.883009998798370361e+02,4.228851976520844573e+02,8.849829048891815546e+02,2.028267147250176095e+00,4.207583404754868184e+02,8.828503175428397753e+02,7.763656183378714104e+00,4.181651548122635518e+02,8.809888858249671557e+02,-2.173810200463054798e+01
1.884010000228881836e+02,4.240900099375140826e+02,8.856252036213827523e+02,2.019097566580569492e+00,4.214789397091732326e+02,8.832858856148731093e+02,5.425203501207874979e+00,4.191586014599666896e+02,8.813490773863803724e+02,-2.406460538603539590e+01
1.885009999275207520e+02,4.252845241878977731e+02,8.862785758738029926e+02,2.010926833066491781e+00,4.229642727959242166e+02,8.838728763842607350e+02,6.043969692314306030e+00,4.205738216030683816e+02,8.819319362425828785e+02,-2.304392506775792526e+01
1.886009998321533203e+02,4.264996337903182848e+02,8.869319489219041088e+02,2.003754433452229478e+00,4.240664643410847816e+02,8.847107332823280785e+02,6.307725048855616024e+00,4.219084362153218422e+02,8.824936789152626488e+02,-2.236404218594663007e+01
1.887009999752044678e+02,4.277044453925468588e+02,8.875853213625388207e+02,1.993582423499447032e+00,4.252224573963895864e+02,8.854226397939520439e+02,6.323128095037588992e+00,4.228931140774503774e+02,8.831939768262701591e+02,-2.267256210171495923e+01
1.888009998798370361e+02,4.289195543127627275e+02,8.882386936188793243e+02,1.979409430135149250e+00,4.260803405944550377e+02,8.861210296228706511e+02,5.080008590523732437e+00,4.239713155929291588e+02,8.838379390314399870e+02,-2.339702788561152147e+01
1.889010000228881836e+02,4.301449610908709928e+02,8.888920668145588024e+02,1.969235438774035174e+00,4.276435183456375739e+02,8.875193198464829720e+02,8.689743908637410641e+00,4.258463627269699714e+02,8.848837207101304330e+02,-1.996042623878156519e+01
1.890009999275207520e+02,4.313703676927486867e+02,8.895454399656305213e+02,1.958061150308651577e+00,4.289513097231030088e+02,8.880930242810926529e+02,8.706056773802913540e+00,4.268270430986523252e+02,8.858807249341688248e+02,-2.178142029032977689e+01
1.891009998321533203e+02,4.325957739445067318e+02,8.902098869217338688e+02,1.947885002726650328e+00,4.302612449294327917e+02,8.889618139976387283e+02,9.517842684882452886e+00,4.280073804026841344e+02,8.867790640109901688e+02,-2.068108114133519848e+01
1.892009999752044678e+02,4.338417763954906832e+02,8.908632622441563171e+02,1.946708703479600899e+00,4.313349621495111705e+02,8.894926055888147403e+02,8.513614210924856707e+00,4.291361851891382457e+02,8.873104809740991641e+02,-2.182254501835370775e+01
1.893009998798370361e+02,4.350774809147567339e+02,8.915166370959725555e+02,1.943532797281079638e+00,4.326114496575758039e+02,8.902249269106323482e+02,9.004094983988977674e+00,4.303648950444624006e+02,8.879809517481262446e+02,-2.091036126429440856e+01
1.894010000228881836e+02,4.363234831807991441e+02,8.921810868912411934e+02,1.947354323485228633e+00,4.339994880632903573e+02,8.905223618800781651e+02,8.383653980066583244e+00,4.320071657375838754e+02,8.879260388667725010e+02,-2.084429639918585053e+01
1.895009999275207520e+02,4.375694852769696013e+02,8.928455366472981041e+02,1.950175535813400529e+00,4.350599847234316258e+02,8.915496101359448176e+02,8.858682587797147789e+00,4.334667319453783421e+02,8.884045021514019709e+02,-2.059743221098710819e+01
1.896009998321533203e+02,4.388257829637410623e+02,8.935099827119584006e+02,1.923995728909346781e+00,4.361931460228892092e+02,8.922320750444866917e+02,8.608330875132821802e+00,4.341835732785197024e+02,8.896791687696911595e+02,-2.143175992419884324e+01
1.897009999752044678e+02,4.400820802867075940e+02,8.941855025839205382e+02,1.898814043924460293e+00,4.374907820912104626e+02,8.934585134804607378e+02,1.046169424207317888e+01,4.354810617657404919e+02,8.908319558918834673e+02,-2.085751008837115705e+01
1.898009998798370361e+02,4.413383782493062313e+02,8.948610241056757104e+02,1.884632037175663299e+00,4.390305637723537870e+02,8.941672220044040387e+02,1.140866713947184508e+01,4.372322527772518583e+02,8.915038487725162213e+02,-2.031382221752278383e+01
1.899010000228881836e+02,4.425946761286500646e+02,8.955476200007434500e+02,1.875448151377383965e+00,4.403359429743351825e+02,8.949818467989322244e+02,1.185015402501142034e+01,4.380743131544651874e+02,8.927390878095981179e+02,-2.042474307352983942e+01
1.900009999275207520e+02,4.438509735060097796e+02,8.962452894257687603e+02,1.865262379738567233e+00,4.416527673888091385e+02,8.958153153296030951e+02,1.236587019768631990e+01,4.395090045618895829e+02,8.934515229101695013e+02,-2.033082226904951995e+01
1.901009998321533203e+02,4.451175684535878645e+02,8.969429592470585249e+02,1.855075565159779671e+00,4.427476675026412067e+02,8.962871786677559385e+02,1.115996020155438373e+01,4.407455329411025104e+02,8.936217497908791074e+02,-1.933270163220873883e+01
1.902009999752044678e+02,4.463841632140014326e+02,8.976406290283575800e+02,1.843888420253506411e+00,4.440069260278976913e+02,8.968157331438019355e+02,1.057402284086930422e+01,4.419651329199112411e+02,8.942435171098663886e+02,-2.003404038010847898e+01
1.903009998798370361e+02,4.476610558915704132e+02,8.983382999160932059e+02,1.837700226880372156e+00,4.450889169484375429e+02,8.971310221439970292e+02,8.916768447502363415e+00,4.431713213235138369e+02,8.944322458988798417e+02,-2.014227865170050791e+01
1.904010000228881836e+02,4.489379480635350887e+02,8.990470443367928510e+02,1.830510130583490991e+00,4.462168847767920852e+02,8.977090629814222211e+02,7.949322354737887508e+00,4.444420145003409743e+02,8.947275082347944135e+02,-2.057753496175610053e+01
1.905009999275207520e+02,4.502148394092068884e+02,8.997557874444351000e+02,1.813319701665193406e+00,4.474875415544353245e+02,8.985948620801979132e+02,8.441218367371504883e+00,4.460895311813197850e+02,8.952385090356880255e+02,-1.819431019708162012e+01
1.906009998321533203e+02,4.515020287404090595e+02,9.004645318048058016e+02,1.802128207211126210e+00,4.488998249231974000e+02,8.992318620224914412e+02,8.520341407297394198e+00,4.470747714697519655e+02,8.964723655720672468e+02,-1.951603268480465658e+01
1.907009999752044678e+02,4.527892173813241925e+02,9.011732751336807041e+02,1.782936376430654946e+00,4.502333432987134074e+02,8.999953447293249837e+02,8.662359968410441979e+00,4.485114800289074992e+02,8.970816584538428060e+02,-1.980600170732884635e+01
1.908009998798370361e+02,4.540867040103548788e+02,9.018820197209245180e+02,1.769743473755738705e+00,4.515180397284673290e+02,9.004601100715963184e+02,7.768955134366080983e+00,4.498288564932988720e+02,8.978067275318471729e+02,-2.080125019648261286e+01
1.909010000228881836e+02,4.553738926471854711e+02,9.026018379669483238e+02,1.758549384476225441e+00,4.532071738280927775e+02,9.008093920638790451e+02,8.111289724379560084e+00,4.518905571736967204e+02,8.978728111675014816e+02,-1.963512517544648972e+01
